age,credit_amount,credit_history,decision,employment,foreign_worker,housing,installment_plans,investment_as_income_percentage,month,number_of_credits,other_debtors,people_liable_for,property,purpose,residence_since,savings,sex,skill_level,status,telephone
0,11250,A32,1,A73,A201,A152,A142,3,53,2,A102,1,A122,A47,2,A62,A91,A173,A13,A191
1,11250,A32,1,A73,A201,A152,A142,3,53,2,A102,1,A122,A47,2,A62,A91,A173,A13,A191
0,10001,A32,0,A73,A201,A151,A141,3,56,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
1,10001,A32,0,A73,A201,A151,A141,3,56,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
0,10001,A32,1,A73,A201,A151,A141,3,51,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
1,10001,A32,1,A73,A201,A151,A141,3,51,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
0,11000,A32,0,A71,A201,A152,A141,3,57,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
1,11000,A32,0,A71,A201,A152,A141,3,57,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
0,10750,A32,0,A71,A201,A152,A141,3,52,1,A102,1,A123,A46,1,A62,A91,A172,A13,A191
1,10750,A32,0,A71,A201,A152,A141,3,52,1,A102,1,A123,A46,1,A62,A91,A172,A13,A191
0,11500,A32,0,A72,A201,A152,A142,3,58,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
1,11500,A32,0,A72,A201,A152,A142,3,58,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
0,11000,A32,0,A71,A201,A152,A141,3,52,2,A102,1,A123,A42,2,A62,A91,A172,A13,A191
1,11000,A32,0,A71,A201,A152,A141,3,52,2,A102,1,A123,A42,2,A62,A91,A172,A13,A191
0,10500,A32,0,A71,A201,A151,A141,3,56,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
1,10500,A32,0,A71,A201,A151,A141,3,56,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
0,10001,A32,0,A71,A201,A151,A141,3,51,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,10001,A32,0,A71,A201,A151,A141,3,51,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,10750,A32,0,A71,A201,A152,A141,3,57,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
1,10750,A32,0,A71,A201,A152,A141,3,57,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
0,10500,A32,0,A71,A201,A151,A141,3,51,1,A101,1,A121,A41,1,A61,A91,A172,A13,A191
1,10500,A32,0,A71,A201,A151,A141,3,51,1,A101,1,A121,A41,1,A61,A91,A172,A13,A191
0,12501,A32,1,A73,A201,A151,A143,1,56,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
1,12501,A32,1,A73,A201,A151,A143,1,56,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
0,12501,A32,0,A73,A201,A151,A143,1,56,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
1,12501,A32,0,A73,A201,A151,A143,1,56,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
0,12501,A32,1,A73,A201,A151,A143,1,51,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
1,12501,A32,1,A73,A201,A151,A143,1,51,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
0,14000,A32,1,A73,A201,A152,A143,1,58,2,A102,1,A122,A42,2,A62,A91,A173,A13,A191
1,14000,A32,1,A73,A201,A152,A143,1,58,2,A102,1,A122,A42,2,A62,A91,A173,A13,A191
0,12750,A32,0,A71,A201,A151,A143,1,56,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
1,12750,A32,0,A71,A201,A151,A143,1,56,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
0,12501,A32,0,A71,A201,A151,A143,1,51,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
1,12501,A32,0,A71,A201,A151,A143,1,51,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
0,13250,A32,0,A71,A201,A152,A143,1,57,1,A102,1,A123,A41,1,A62,A91,A172,A13,A191
1,13250,A32,0,A71,A201,A152,A143,1,57,1,A102,1,A123,A41,1,A62,A91,A172,A13,A191
0,12750,A32,0,A71,A201,A151,A143,1,51,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
1,12750,A32,0,A71,A201,A151,A143,1,51,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
0,12501,A32,1,A71,A201,A151,A143,1,56,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,12501,A32,1,A71,A201,A151,A143,1,56,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,12501,A32,0,A71,A201,A151,A143,1,56,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
1,12501,A32,0,A71,A201,A151,A143,1,56,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
0,12501,A32,1,A71,A201,A151,A143,1,51,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
1,12501,A32,1,A71,A201,A151,A143,1,51,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
0,12750,A32,0,A73,A201,A151,A141,1,56,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
1,12750,A32,0,A73,A201,A151,A141,1,56,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
0,12501,A32,0,A73,A201,A151,A141,1,51,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
1,12501,A32,0,A73,A201,A151,A141,1,51,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
0,13250,A32,0,A73,A201,A152,A141,1,57,1,A102,1,A123,A41,1,A62,A91,A172,A13,A191
1,13250,A32,0,A73,A201,A152,A141,1,57,1,A102,1,A123,A41,1,A62,A91,A172,A13,A191
0,12750,A32,0,A73,A201,A151,A141,1,51,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
1,12750,A32,0,A73,A201,A151,A141,1,51,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
0,12501,A32,1,A73,A201,A151,A141,1,56,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,12501,A32,1,A73,A201,A151,A141,1,56,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,12501,A32,0,A73,A201,A151,A141,1,56,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
1,12501,A32,0,A73,A201,A151,A141,1,56,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
0,12501,A32,1,A73,A201,A151,A141,1,51,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
1,12501,A32,1,A73,A201,A151,A141,1,51,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
0,13500,A32,0,A71,A201,A152,A141,1,57,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
1,13500,A32,0,A71,A201,A152,A141,1,57,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
0,13000,A32,0,A71,A201,A151,A141,1,51,1,A101,1,A123,A46,1,A61,A91,A172,A13,A191
1,13000,A32,0,A71,A201,A151,A141,1,51,1,A101,1,A123,A46,1,A61,A91,A172,A13,A191
0,13750,A32,0,A72,A201,A152,A142,1,58,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
1,13750,A32,0,A72,A201,A152,A142,1,58,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
0,13500,A32,0,A71,A201,A152,A141,1,52,2,A102,1,A123,A42,2,A62,A91,A172,A13,A191
1,13500,A32,0,A71,A201,A152,A141,1,52,2,A102,1,A123,A42,2,A62,A91,A172,A13,A191
0,12750,A32,0,A71,A201,A151,A141,1,56,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,12750,A32,0,A71,A201,A151,A141,1,56,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,12501,A32,0,A71,A201,A151,A141,1,51,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,12501,A32,0,A71,A201,A151,A141,1,51,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,13250,A32,0,A71,A201,A152,A141,1,57,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
1,13250,A32,0,A71,A201,A152,A141,1,57,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
0,12750,A32,0,A71,A201,A151,A141,1,51,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
1,12750,A32,0,A71,A201,A151,A141,1,51,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
0,11250,A32,1,A73,A201,A152,A143,1,58,2,A102,1,A123,A42,2,A62,A91,A173,A13,A191
1,11250,A32,1,A73,A201,A152,A143,1,58,2,A102,1,A123,A42,2,A62,A91,A173,A13,A191
0,10001,A32,1,A71,A201,A151,A143,1,56,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
1,10001,A32,1,A71,A201,A151,A143,1,56,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
0,10001,A32,0,A71,A201,A151,A143,1,56,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
1,10001,A32,0,A71,A201,A151,A143,1,56,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
0,10001,A32,1,A71,A201,A151,A143,1,51,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
1,10001,A32,1,A71,A201,A151,A143,1,51,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
0,11000,A32,1,A71,A201,A151,A143,1,57,2,A101,1,A121,A42,2,A61,A91,A172,A13,A191
1,11000,A32,1,A71,A201,A151,A143,1,57,2,A101,1,A121,A42,2,A61,A91,A172,A13,A191
0,10001,A32,0,A73,A201,A151,A141,1,56,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
1,10001,A32,0,A73,A201,A151,A141,1,56,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
0,10001,A32,1,A73,A201,A151,A141,1,51,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
1,10001,A32,1,A73,A201,A151,A141,1,51,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
0,10001,A32,0,A73,A201,A151,A141,1,56,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
1,10001,A32,0,A73,A201,A151,A141,1,56,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
0,10001,A32,0,A73,A201,A151,A141,1,51,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
1,10001,A32,0,A73,A201,A151,A141,1,51,1,A101,1,A123,A40,1,A61,A91,A171,A13,A191
0,10500,A32,1,A73,A201,A151,A141,1,56,1,A101,1,A121,A41,1,A61,A91,A172,A13,A191
1,10500,A32,1,A73,A201,A151,A141,1,56,1,A101,1,A121,A41,1,A61,A91,A172,A13,A191
0,10500,A32,0,A71,A201,A151,A141,1,56,1,A101,1,A123,A46,1,A61,A91,A172,A13,A191
1,10500,A32,0,A71,A201,A151,A141,1,56,1,A101,1,A123,A46,1,A61,A91,A172,A13,A191
0,10250,A32,0,A71,A201,A151,A141,1,51,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
1,10250,A32,0,A71,A201,A151,A141,1,51,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
0,10750,A32,0,A71,A201,A152,A141,1,57,1,A102,1,A123,A41,1,A62,A91,A172,A13,A191
1,10750,A32,0,A71,A201,A152,A141,1,57,1,A102,1,A123,A41,1,A62,A91,A172,A13,A191
0,10500,A32,0,A71,A201,A151,A141,1,51,1,A101,1,A123,A41,1,A61,A91,A172,A13,A191
1,10500,A32,0,A71,A201,A151,A141,1,51,1,A101,1,A123,A41,1,A61,A91,A172,A13,A191
0,10001,A32,0,A71,A201,A151,A141,1,56,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,10001,A32,0,A71,A201,A151,A141,1,56,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,10001,A32,1,A71,A201,A151,A141,1,51,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,10001,A32,1,A71,A201,A151,A141,1,51,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,10250,A32,0,A71,A201,A151,A141,1,56,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
1,10250,A32,0,A71,A201,A151,A141,1,56,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
0,10001,A32,0,A71,A201,A151,A141,1,51,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
1,10001,A32,0,A71,A201,A151,A141,1,51,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
0,13750,A31,0,A73,A201,A152,A143,3,58,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,13750,A31,0,A73,A201,A152,A143,3,58,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,13500,A30,0,A73,A201,A152,A143,3,52,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
1,13500,A30,0,A73,A201,A152,A143,3,52,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
0,14000,A31,0,A73,A201,A152,A143,3,58,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
1,14000,A31,0,A73,A201,A152,A143,3,58,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
0,13750,A31,0,A73,A201,A152,A143,3,53,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
1,13750,A31,0,A73,A201,A152,A143,3,53,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
0,13000,A30,0,A73,A201,A151,A143,3,56,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
1,13000,A30,0,A73,A201,A151,A143,3,56,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
0,12750,A30,0,A73,A201,A151,A143,3,51,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,12750,A30,0,A73,A201,A151,A143,3,51,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,13500,A30,0,A73,A201,A152,A143,3,57,2,A102,1,A121,A42,2,A62,A91,A172,A13,A191
1,13500,A30,0,A73,A201,A152,A143,3,57,2,A102,1,A121,A42,2,A62,A91,A172,A13,A191
0,13000,A30,0,A73,A201,A151,A143,3,51,1,A101,1,A121,A41,1,A61,A91,A172,A13,A191
1,13000,A30,0,A73,A201,A151,A143,3,51,1,A101,1,A121,A41,1,A61,A91,A172,A13,A191
0,14250,A31,0,A72,A201,A152,A143,3,58,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
1,14250,A31,0,A72,A201,A152,A143,3,58,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
0,14000,A31,0,A72,A201,A152,A143,3,53,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,14000,A31,0,A72,A201,A152,A143,3,53,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,14500,A31,0,A72,A201,A153,A143,3,59,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
1,14500,A31,0,A72,A201,A153,A143,3,59,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
0,14250,A31,0,A72,A201,A152,A143,3,53,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
1,14250,A31,0,A72,A201,A152,A143,3,53,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
0,13750,A31,0,A72,A201,A152,A143,3,58,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,13750,A31,0,A72,A201,A152,A143,3,58,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,13500,A30,0,A71,A201,A152,A143,3,52,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
1,13500,A30,0,A71,A201,A152,A143,3,52,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
0,14000,A31,0,A72,A201,A152,A143,3,58,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,14000,A31,0,A72,A201,A152,A143,3,58,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,13750,A31,0,A72,A201,A152,A143,3,53,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,13750,A31,0,A72,A201,A152,A143,3,53,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,14250,A31,0,A73,A201,A152,A142,3,58,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
1,14250,A31,0,A73,A201,A152,A142,3,58,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
0,14000,A31,0,A73,A201,A152,A142,3,53,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,14000,A31,0,A73,A201,A152,A142,3,53,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,14500,A31,0,A73,A201,A153,A142,3,59,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
1,14500,A31,0,A73,A201,A153,A142,3,59,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
0,14250,A31,0,A73,A201,A152,A142,3,53,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
1,14250,A31,0,A73,A201,A152,A142,3,53,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
0,13750,A31,0,A73,A201,A152,A142,3,58,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,13750,A31,0,A73,A201,A152,A142,3,58,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,13500,A30,0,A73,A201,A152,A141,3,52,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
1,13500,A30,0,A73,A201,A152,A141,3,52,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
0,14250,A31,0,A73,A201,A152,A142,3,58,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
1,14250,A31,0,A73,A201,A152,A142,3,58,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
0,13750,A31,0,A73,A201,A152,A142,3,53,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,13750,A31,0,A73,A201,A152,A142,3,53,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,14750,A31,0,A72,A201,A153,A142,3,59,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,14750,A31,0,A72,A201,A153,A142,3,59,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,14500,A31,0,A72,A201,A153,A142,3,54,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
1,14500,A31,0,A72,A201,A153,A142,3,54,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
0,14750,A31,0,A72,A201,A153,A142,3,59,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,14750,A31,0,A72,A201,A153,A142,3,59,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,14750,A31,0,A72,A201,A153,A142,3,54,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,14750,A31,0,A72,A201,A153,A142,3,54,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,14250,A31,0,A72,A201,A152,A142,3,58,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
1,14250,A31,0,A72,A201,A152,A142,3,58,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
0,14000,A31,0,A72,A201,A152,A142,3,53,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,14000,A31,0,A72,A201,A152,A142,3,53,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,14500,A31,0,A72,A201,A153,A142,3,59,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
1,14500,A31,0,A72,A201,A153,A142,3,59,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
0,14250,A31,0,A72,A201,A152,A142,3,53,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
1,14250,A31,0,A72,A201,A152,A142,3,53,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
0,10750,A30,0,A73,A201,A152,A143,3,57,1,A102,1,A123,A46,1,A62,A91,A172,A13,A191
1,10750,A30,0,A73,A201,A152,A143,3,57,1,A102,1,A123,A46,1,A62,A91,A172,A13,A191
0,10500,A30,0,A73,A201,A151,A143,3,51,1,A101,1,A123,A46,1,A61,A91,A172,A13,A191
1,10500,A30,0,A73,A201,A151,A143,3,51,1,A101,1,A123,A46,1,A61,A91,A172,A13,A191
0,11000,A30,0,A73,A201,A152,A143,3,57,2,A102,1,A123,A42,2,A62,A91,A172,A13,A191
1,11000,A30,0,A73,A201,A152,A143,3,57,2,A102,1,A123,A42,2,A62,A91,A172,A13,A191
0,10750,A30,0,A73,A201,A152,A143,3,52,1,A102,1,A123,A41,1,A62,A91,A172,A13,A191
1,10750,A30,0,A73,A201,A152,A143,3,52,1,A102,1,A123,A41,1,A62,A91,A172,A13,A191
0,10001,A30,0,A73,A201,A151,A143,3,56,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,10001,A30,0,A73,A201,A151,A143,3,56,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,10001,A30,1,A73,A201,A151,A143,3,51,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,10001,A30,1,A73,A201,A151,A143,3,51,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
0,10500,A30,0,A73,A201,A151,A143,3,56,1,A101,1,A121,A41,1,A61,A91,A172,A13,A191
1,10500,A30,0,A73,A201,A151,A143,3,56,1,A101,1,A121,A41,1,A61,A91,A172,A13,A191
0,10001,A30,0,A73,A201,A151,A143,3,51,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
1,10001,A30,0,A73,A201,A151,A143,3,51,1,A101,1,A121,A40,1,A61,A91,A171,A13,A191
0,11250,A31,0,A72,A201,A152,A143,3,58,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,11250,A31,0,A72,A201,A152,A143,3,58,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,11000,A30,0,A71,A201,A152,A143,3,52,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
1,11000,A30,0,A71,A201,A152,A143,3,52,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
0,11750,A31,0,A72,A201,A152,A143,3,58,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
1,11750,A31,0,A72,A201,A152,A143,3,58,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
0,11250,A31,0,A72,A201,A152,A143,3,53,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
1,11250,A31,0,A72,A201,A152,A143,3,53,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
0,10750,A30,0,A71,A201,A152,A143,3,57,1,A102,1,A121,A46,1,A62,A91,A172,A13,A191
1,10750,A30,0,A71,A201,A152,A143,3,57,1,A102,1,A121,A46,1,A62,A91,A172,A13,A191
0,10500,A30,0,A71,A201,A151,A143,3,51,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
1,10500,A30,0,A71,A201,A151,A143,3,51,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
0,11000,A30,0,A71,A201,A152,A143,3,57,2,A102,1,A121,A42,2,A62,A91,A172,A13,A191
1,11000,A30,0,A71,A201,A152,A143,3,57,2,A102,1,A121,A42,2,A62,A91,A172,A13,A191
0,10750,A30,0,A71,A201,A152,A143,3,52,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
1,10750,A30,0,A71,A201,A152,A143,3,52,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
0,11250,A31,0,A73,A201,A152,A142,3,58,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,11250,A31,0,A73,A201,A152,A142,3,58,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,11000,A30,0,A73,A201,A152,A141,3,52,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
1,11000,A30,0,A73,A201,A152,A141,3,52,2,A102,1,A123,A47,2,A62,A91,A172,A13,A191
0,11750,A31,0,A73,A201,A152,A142,3,58,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
1,11750,A31,0,A73,A201,A152,A142,3,58,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
0,11250,A31,0,A73,A201,A152,A142,3,53,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
1,11250,A31,0,A73,A201,A152,A142,3,53,2,A102,1,A123,A42,2,A62,A92,A173,A13,A192
0,10750,A30,0,A73,A201,A152,A141,3,57,1,A102,1,A121,A46,1,A62,A91,A172,A13,A191
1,10750,A30,0,A73,A201,A152,A141,3,57,1,A102,1,A121,A46,1,A62,A91,A172,A13,A191
0,10500,A30,0,A73,A201,A151,A141,3,51,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
1,10500,A30,0,A73,A201,A151,A141,3,51,1,A101,1,A121,A46,1,A61,A91,A172,A13,A191
0,11250,A31,0,A73,A201,A152,A142,3,58,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,11250,A31,0,A73,A201,A152,A142,3,58,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,10750,A30,0,A73,A201,A152,A141,3,52,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
1,10750,A30,0,A73,A201,A152,A141,3,52,1,A102,1,A121,A41,1,A62,A91,A172,A13,A191
0,11750,A31,0,A72,A201,A152,A142,3,58,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
1,11750,A31,0,A72,A201,A152,A142,3,58,3,A102,1,A123,A48,3,A62,A92,A173,A13,A192
0,11500,A31,0,A72,A201,A152,A142,3,53,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
1,11500,A31,0,A72,A201,A152,A142,3,53,2,A102,1,A123,A47,2,A62,A92,A173,A13,A192
0,12000,A31,0,A72,A201,A153,A142,3,59,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
1,12000,A31,0,A72,A201,A153,A142,3,59,3,A103,1,A123,A43,3,A63,A92,A173,A13,A192
0,11750,A31,0,A72,A201,A152,A142,3,53,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
1,11750,A31,0,A72,A201,A152,A142,3,53,3,A102,1,A123,A43,3,A62,A92,A173,A13,A192
0,11250,A31,0,A72,A201,A152,A142,3,58,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,11250,A31,0,A72,A201,A152,A142,3,58,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,11000,A30,0,A71,A201,A152,A141,3,52,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
1,11000,A30,0,A71,A201,A152,A141,3,52,2,A102,1,A121,A47,2,A62,A91,A172,A13,A191
0,11750,A31,0,A72,A201,A152,A142,3,58,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
1,11750,A31,0,A72,A201,A152,A142,3,58,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
0,11250,A31,0,A72,A201,A152,A142,3,53,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
1,11250,A31,0,A72,A201,A152,A142,3,53,2,A102,1,A122,A42,2,A62,A92,A173,A13,A192
0,13000,A30,0,A73,A201,A151,A143,1,56,1,A101,1,A123,A46,1,A61,A91,A172,A13,A191
1,13000,A30,0,A73,A201,A151,A143,1,56,1,A101,1,A123,A46,1,A61,A91,A172,A13,A191
0,12750,A30,0,A73,A201,A151,A143,1,51,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
1,12750,A30,0,A73,A201,A151,A143,1,51,1,A101,1,A123,A45,1,A61,A91,A171,A13,A191
0,13500,A30,0,A73,A201,A152,A143,1,57,2,A102,1,A123,A42,2,A62,A91,A172,A13,A191
1,13500,A30,0,A73,A201,A152,A143,1,57,2,A102,1,A123,A42,2,A62,A91,A172,A13,A191
0,13000,A30,0,A73,A201,A151,A143,1,51,1,A101,1,A123,A41,1,A61,A91,A172,A13,A191
1,13000,A30,0,A73,A201,A151,A143,1,51,1,A101,1,A123,A41,1,A61,A91,A172,A13,A191
0,12501,A30,0,A73,A201,A151,A143,1,56,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
1,12501,A30,0,A73,A201,A151,A143,1,56,1,A101,1,A121,A45,1,A61,A91,A171,A13,A191
