age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,prediction
54,Federal-gov,Doctorate,1,Separated,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,capital-loss_14,20,Ireland,0
94,Self-emp-not-inc,12th,1,Separated,Transport-moving,Unmarried,White,Male,Asian-Pac-Islander,capital-loss_9,85,Scotland,1
94,Self-emp-not-inc,12th,1,Separated,Transport-moving,Unmarried,White,Female,Asian-Pac-Islander,capital-loss_9,85,Scotland,0
95,Without-pay,Assoc-voc,6,Divorced,Prof-specialty,Husband,White,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,100,India,1
95,Without-pay,Assoc-voc,6,Divorced,Prof-specialty,Husband,White,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,100,India,0
60,State-gov,11th,13,Divorced,Transport-moving,Unmarried,Other,Female,Amer-Indian-Eskimo,capital-loss_15,33,South,0
60,State-gov,11th,13,Divorced,Transport-moving,Unmarried,Other,Male,Amer-Indian-Eskimo,capital-loss_15,33,South,1
95,State-gov,12th,5,Widowed,Prof-specialty,Unmarried,Other,Female,Asian-Pac-Islander,capital-loss_10,96,Iran,0
95,State-gov,12th,5,Widowed,Prof-specialty,Unmarried,Other,Male,Asian-Pac-Islander,capital-loss_10,96,Iran,1
29,State-gov,Doctorate,6,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_10,2,Hong,1
29,State-gov,Doctorate,6,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_10,2,Hong,0
55,Local-gov,5th-6th,11,Married-AF-spouse,Transport-moving,Not-in-family,White,Female,Amer-Indian-Eskimo,capital-loss_5,70,South,0
55,Local-gov,5th-6th,11,Married-AF-spouse,Transport-moving,Not-in-family,White,Male,Amer-Indian-Eskimo,capital-loss_5,70,South,1
20,Self-emp-not-inc,1st-4th,2,Widowed,Tech-support,Husband,Other,Female,Black,capital-loss_19,69,Mexico,0
20,Self-emp-not-inc,1st-4th,2,Widowed,Tech-support,Husband,Other,Male,Black,capital-loss_19,69,Mexico,1
38,Federal-gov,Bachelors,16,Separated,Tech-support,Other-relative,White,Male,Asian-Pac-Islander,Amer-Indian-Eskimo,80,Peru,1
38,Federal-gov,Bachelors,16,Separated,Tech-support,Other-relative,White,Female,Asian-Pac-Islander,Amer-Indian-Eskimo,80,Peru,0
27,Local-gov,5th-6th,13,Separated,Other-service,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_14,75,Greece,1
27,Local-gov,5th-6th,13,Separated,Other-service,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_14,75,Greece,0
44,Self-emp-not-inc,Doctorate,14,Separated,Protective-serv,Husband,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_15,47,Yugoslavia,1
44,Self-emp-not-inc,Doctorate,14,Separated,Protective-serv,Husband,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_15,47,Yugoslavia,0
37,Self-emp-not-inc,Assoc-voc,15,Married-spouse-absent,Protective-serv,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_6,1,Germany,1
37,Self-emp-not-inc,Assoc-voc,15,Married-spouse-absent,Protective-serv,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_6,1,Germany,0
83,Without-pay,Preschool,2,Separated,Handlers-cleaners,Wife,Black,Female,Asian-Pac-Islander,capital-loss_12,61,Canada,0
83,Without-pay,Preschool,2,Separated,Handlers-cleaners,Wife,Black,Male,Asian-Pac-Islander,capital-loss_12,61,Canada,1
88,State-gov,7th-8th,3,Widowed,Machine-op-inspct,Wife,White,Female,Black,capital-loss_5,78,Mexico,0
88,State-gov,7th-8th,3,Widowed,Machine-op-inspct,Wife,White,Male,Black,capital-loss_5,78,Mexico,1
69,Federal-gov,Assoc-acdm,10,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_9,55,Holand-Netherlands,0
69,Federal-gov,Assoc-acdm,10,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_9,55,Holand-Netherlands,0
100,State-gov,5th-6th,8,Widowed,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,Asian-Pac-Islander,capital-loss_6,46,Columbia,0
100,State-gov,5th-6th,8,Widowed,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,Asian-Pac-Islander,capital-loss_6,46,Columbia,1
14,Without-pay,Some-college,10,Separated,Machine-op-inspct,Wife,Black,Female,Black,capital-loss_6,75,France,0
14,Without-pay,Some-college,10,Separated,Machine-op-inspct,Wife,Black,Male,Black,capital-loss_6,75,France,1
91,Without-pay,Masters,1,Married-AF-spouse,Machine-op-inspct,Husband,Other,Female,Amer-Indian-Eskimo,capital-loss_17,47,Ireland,0
91,Without-pay,Masters,1,Married-AF-spouse,Machine-op-inspct,Husband,Other,Male,Amer-Indian-Eskimo,capital-loss_17,47,Ireland,1
50,Without-pay,Assoc-acdm,11,Never-married,Priv-house-serv,Other-relative,White,Female,Asian-Pac-Islander,White,33,Holand-Netherlands,0
50,Without-pay,Assoc-acdm,11,Never-married,Priv-house-serv,Other-relative,White,Male,Asian-Pac-Islander,White,33,Holand-Netherlands,1
70,Local-gov,HS-grad,8,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,Amer-Indian-Eskimo,84,Yugoslavia,0
70,Local-gov,HS-grad,8,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,Amer-Indian-Eskimo,84,Yugoslavia,1
54,State-gov,Bachelors,16,Widowed,Sales,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_19,89,Poland,0
54,State-gov,Bachelors,16,Widowed,Sales,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_19,89,Poland,1
85,State-gov,5th-6th,16,Widowed,Tech-support,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_12,8,Dominican-Republic,0
85,State-gov,5th-6th,16,Widowed,Tech-support,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_12,8,Dominican-Republic,1
100,Without-pay,HS-grad,6,Never-married,Adm-clerical,Husband,White,Male,Amer-Indian-Eskimo,capital-loss_10,78,Yugoslavia,1
100,Without-pay,HS-grad,6,Never-married,Adm-clerical,Husband,White,Female,Amer-Indian-Eskimo,capital-loss_10,78,Yugoslavia,0
18,Without-pay,Some-college,7,Married-civ-spouse,Prof-specialty,Wife,Other,Female,Asian-Pac-Islander,White,27,Yugoslavia,0
18,Without-pay,Some-college,7,Married-civ-spouse,Prof-specialty,Wife,Other,Male,Asian-Pac-Islander,White,27,Yugoslavia,1
29,Local-gov,5th-6th,3,Widowed,Transport-moving,Not-in-family,Black,Male,Other,White,21,Outlying-US(Guam-USVI-etc),1
29,Local-gov,5th-6th,3,Widowed,Transport-moving,Not-in-family,Black,Female,Other,White,21,Outlying-US(Guam-USVI-etc),0
11,Federal-gov,7th-8th,1,Married-spouse-absent,Protective-serv,Wife,White,Male,Asian-Pac-Islander,capital-loss_18,90,Mexico,1
11,Federal-gov,7th-8th,1,Married-spouse-absent,Protective-serv,Wife,White,Female,Asian-Pac-Islander,capital-loss_18,90,Mexico,0
84,State-gov,Doctorate,11,Separated,Other-service,Other-relative,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_9,90,Yugoslavia,1
84,State-gov,Doctorate,11,Separated,Other-service,Other-relative,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_9,90,Yugoslavia,0
12,Without-pay,Some-college,16,Never-married,Farming-fishing,Own-child,Other,Male,Amer-Indian-Eskimo,capital-loss_18,10,Canada,1
12,Without-pay,Some-college,16,Never-married,Farming-fishing,Own-child,Other,Female,Amer-Indian-Eskimo,capital-loss_18,10,Canada,0
57,Local-gov,Assoc-voc,2,Widowed,Adm-clerical,Wife,Black,Female,Black,capital-loss_10,20,Germany,0
57,Local-gov,Assoc-voc,2,Widowed,Adm-clerical,Wife,Black,Male,Black,capital-loss_10,20,Germany,1
27,State-gov,5th-6th,8,Widowed,Sales,Own-child,White,Female,Black,capital-loss_15,1,Cuba,0
27,State-gov,5th-6th,8,Widowed,Sales,Own-child,White,Male,Black,capital-loss_15,1,Cuba,1
94,Self-emp-not-inc,7th-8th,16,Separated,Transport-moving,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Black,31,Peru,0
94,Self-emp-not-inc,7th-8th,16,Separated,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Black,31,Peru,1
91,Self-emp-inc,7th-8th,12,Widowed,Other-service,Other-relative,Other,Female,Asian-Pac-Islander,Asian-Pac-Islander,86,Cuba,0
91,Self-emp-inc,7th-8th,12,Widowed,Other-service,Other-relative,Other,Male,Asian-Pac-Islander,Asian-Pac-Islander,86,Cuba,1
29,Self-emp-not-inc,10th,15,Separated,Armed-Forces,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_13,98,Guatemala,0
29,Self-emp-not-inc,10th,15,Separated,Armed-Forces,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_13,98,Guatemala,1
74,Without-pay,11th,6,Separated,Protective-serv,Other-relative,Other,Male,Black,Amer-Indian-Eskimo,25,Peru,1
74,Without-pay,11th,6,Separated,Protective-serv,Other-relative,Other,Female,Black,Amer-Indian-Eskimo,25,Peru,0
10,Local-gov,11th,4,Widowed,Farming-fishing,Wife,White,Male,Other,capital-loss_7,33,Philippines,1
10,Local-gov,11th,4,Widowed,Farming-fishing,Wife,White,Female,Other,capital-loss_7,33,Philippines,0
34,Without-pay,HS-grad,15,Separated,Protective-serv,Not-in-family,White,Female,Asian-Pac-Islander,capital-loss_9,65,Portugal,0
34,Without-pay,HS-grad,15,Separated,Protective-serv,Not-in-family,White,Male,Asian-Pac-Islander,capital-loss_9,65,Portugal,1
69,Self-emp-inc,Prof-school,5,Divorced,Protective-serv,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_10,35,Italy,0
69,Self-emp-inc,Prof-school,5,Divorced,Protective-serv,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_10,35,Italy,1
49,Federal-gov,10th,16,Separated,Protective-serv,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,White,90,Cambodia,1
49,Federal-gov,10th,16,Separated,Protective-serv,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,White,90,Cambodia,0
46,Without-pay,1st-4th,7,Married-civ-spouse,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Black,54,Dominican-Republic,0
46,Without-pay,1st-4th,7,Married-civ-spouse,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Black,54,Dominican-Republic,1
41,State-gov,Some-college,16,Widowed,Farming-fishing,Own-child,White,Male,Asian-Pac-Islander,capital-loss_13,42,El-Salvador,1
41,State-gov,Some-college,16,Widowed,Farming-fishing,Own-child,White,Female,Asian-Pac-Islander,capital-loss_13,42,El-Salvador,0
86,Without-pay,Some-college,1,Married-spouse-absent,Machine-op-inspct,Wife,White,Male,Asian-Pac-Islander,Black,56,South,1
86,Without-pay,Some-college,1,Married-spouse-absent,Machine-op-inspct,Wife,White,Female,Asian-Pac-Islander,Black,56,South,0
84,State-gov,Prof-school,5,Divorced,Protective-serv,Unmarried,White,Male,Amer-Indian-Eskimo,White,55,India,1
84,State-gov,Prof-school,5,Divorced,Protective-serv,Unmarried,White,Female,Amer-Indian-Eskimo,White,55,India,0
36,Local-gov,1st-4th,12,Separated,Handlers-cleaners,Wife,Other,Female,Asian-Pac-Islander,White,88,Nicaragua,0
36,Local-gov,1st-4th,12,Separated,Handlers-cleaners,Wife,Other,Male,Asian-Pac-Islander,White,88,Nicaragua,1
64,State-gov,Preschool,2,Divorced,Protective-serv,Unmarried,Other,Male,Amer-Indian-Eskimo,Other,95,Honduras,1
64,State-gov,Preschool,2,Divorced,Protective-serv,Unmarried,Other,Female,Amer-Indian-Eskimo,Other,95,Honduras,0
95,Without-pay,Some-college,11,Divorced,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_15,51,Scotland,0
95,Without-pay,Some-college,11,Divorced,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_15,51,Scotland,1
100,State-gov,Some-college,4,Widowed,Adm-clerical,Wife,Black,Male,Asian-Pac-Islander,capital-loss_14,35,Ireland,1
100,State-gov,Some-college,4,Widowed,Adm-clerical,Wife,Black,Female,Asian-Pac-Islander,capital-loss_14,35,Ireland,0
89,Self-emp-not-inc,5th-6th,5,Divorced,Armed-Forces,Wife,White,Female,Asian-Pac-Islander,capital-loss_5,7,Philippines,0
89,Self-emp-not-inc,5th-6th,5,Divorced,Armed-Forces,Wife,White,Male,Asian-Pac-Islander,capital-loss_5,7,Philippines,1
53,Self-emp-not-inc,Some-college,6,Never-married,Other-service,Wife,White,Female,Asian-Pac-Islander,capital-loss_7,76,Yugoslavia,0
53,Self-emp-not-inc,Some-college,6,Never-married,Other-service,Wife,White,Male,Asian-Pac-Islander,capital-loss_7,76,Yugoslavia,1
27,Self-emp-not-inc,Some-college,1,Divorced,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_16,87,Iran,0
27,Self-emp-not-inc,Some-college,1,Divorced,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_16,87,Iran,1
33,Private,Assoc-voc,2,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,Amer-Indian-Eskimo,capital-loss_9,86,Greece,1
33,Private,Assoc-voc,2,Married-civ-spouse,Priv-house-serv,Own-child,White,Female,Amer-Indian-Eskimo,capital-loss_9,86,Greece,0
97,Self-emp-inc,Some-college,2,Married-AF-spouse,Protective-serv,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_18,100,Portugal,1
97,Self-emp-inc,Some-college,2,Married-AF-spouse,Protective-serv,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_18,100,Portugal,0
11,Self-emp-not-inc,10th,16,Separated,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,capital-loss_5,92,Yugoslavia,0
11,Self-emp-not-inc,10th,16,Separated,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,capital-loss_5,92,Yugoslavia,1
83,Self-emp-inc,5th-6th,3,Widowed,Priv-house-serv,Wife,Other,Female,Black,Black,97,Holand-Netherlands,0
83,Self-emp-inc,5th-6th,3,Widowed,Priv-house-serv,Wife,Other,Male,Black,Black,97,Holand-Netherlands,1
34,Local-gov,Some-college,10,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_17,100,Yugoslavia,1
34,Local-gov,Some-college,10,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_17,100,Yugoslavia,0
31,Without-pay,Some-college,11,Separated,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,capital-loss_15,8,United-States,1
31,Without-pay,Some-college,11,Separated,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,capital-loss_15,8,United-States,0
56,Without-pay,HS-grad,3,Divorced,Farming-fishing,Wife,Black,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,43,France,0
56,Without-pay,HS-grad,3,Divorced,Farming-fishing,Wife,Black,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,43,France,1
10,Self-emp-not-inc,Assoc-voc,16,Separated,Handlers-cleaners,Husband,Black,Female,capital-gain_9,capital-loss_14,80,Cambodia,0
10,Self-emp-not-inc,Assoc-voc,16,Separated,Handlers-cleaners,Husband,Black,Male,capital-gain_9,capital-loss_14,80,Cambodia,1
18,State-gov,9th,16,Divorced,Machine-op-inspct,Wife,White,Male,capital-gain_8,capital-loss_14,99,Cambodia,1
18,State-gov,9th,16,Divorced,Machine-op-inspct,Wife,White,Female,capital-gain_8,capital-loss_14,99,Cambodia,0
97,Federal-gov,Some-college,4,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_14,23,Scotland,0
97,Federal-gov,Some-college,4,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_14,23,Scotland,1
80,Federal-gov,Some-college,5,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Asian-Pac-Islander,63,South,0
80,Federal-gov,Some-college,5,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Asian-Pac-Islander,63,South,1
25,State-gov,Doctorate,4,Widowed,Sales,Wife,Asian-Pac-Islander,Female,Other,White,79,Cuba,0
25,State-gov,Doctorate,4,Widowed,Sales,Wife,Asian-Pac-Islander,Male,Other,White,79,Cuba,1
92,Self-emp-not-inc,Some-college,16,Separated,Other-service,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,White,33,Iran,0
92,Self-emp-not-inc,Some-college,16,Separated,Other-service,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,White,33,Iran,1
13,Self-emp-inc,Prof-school,11,Married-civ-spouse,Protective-serv,Unmarried,Black,Female,Amer-Indian-Eskimo,capital-loss_5,42,France,0
13,Self-emp-inc,Prof-school,11,Married-civ-spouse,Protective-serv,Unmarried,Black,Male,Amer-Indian-Eskimo,capital-loss_5,42,France,1
34,Self-emp-not-inc,7th-8th,1,Married-AF-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_10,27,Holand-Netherlands,1
34,Self-emp-not-inc,7th-8th,1,Married-AF-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_10,27,Holand-Netherlands,0
74,Without-pay,Some-college,16,Never-married,Other-service,Wife,White,Male,Amer-Indian-Eskimo,Other,86,Laos,1
74,Without-pay,Some-college,16,Never-married,Other-service,Wife,White,Female,Amer-Indian-Eskimo,Other,86,Laos,0
48,Without-pay,9th,9,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_14,50,Cambodia,1
48,Without-pay,9th,9,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_14,50,Cambodia,0
22,Without-pay,Some-college,3,Separated,Sales,Husband,Other,Male,Black,capital-loss_15,50,Japan,1
22,Without-pay,Some-college,3,Separated,Sales,Husband,Other,Female,Black,capital-loss_15,50,Japan,0
20,State-gov,Bachelors,3,Separated,Protective-serv,Wife,Other,Male,Other,capital-loss_5,7,Puerto-Rico,1
20,State-gov,Bachelors,3,Separated,Protective-serv,Wife,Other,Female,Other,capital-loss_5,7,Puerto-Rico,0
45,Without-pay,Doctorate,11,Divorced,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,6,Iran,1
45,Without-pay,Doctorate,11,Divorced,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,6,Iran,0
65,Without-pay,HS-grad,4,Married-civ-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_5,75,Laos,0
65,Without-pay,HS-grad,4,Married-civ-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_5,75,Laos,1
47,Self-emp-inc,Some-college,3,Married-AF-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_10,79,Laos,0
47,Self-emp-inc,Some-college,3,Married-AF-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_10,79,Laos,1
37,Federal-gov,Some-college,13,Never-married,Sales,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_9,56,Cambodia,0
37,Federal-gov,Some-college,13,Never-married,Sales,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_9,56,Cambodia,1
46,Without-pay,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,Amer-Indian-Eskimo,Other,40,Taiwan,1
46,Without-pay,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,Amer-Indian-Eskimo,Other,40,Taiwan,0
66,Self-emp-not-inc,Bachelors,11,Married-spouse-absent,Farming-fishing,Own-child,White,Male,Amer-Indian-Eskimo,Asian-Pac-Islander,79,Japan,1
66,Self-emp-not-inc,Bachelors,11,Married-spouse-absent,Farming-fishing,Own-child,White,Female,Amer-Indian-Eskimo,Asian-Pac-Islander,79,Japan,0
85,Without-pay,Prof-school,16,Widowed,Machine-op-inspct,Other-relative,White,Male,Amer-Indian-Eskimo,capital-loss_15,57,Cuba,1
85,Without-pay,Prof-school,16,Widowed,Machine-op-inspct,Other-relative,White,Female,Amer-Indian-Eskimo,capital-loss_15,57,Cuba,0
61,State-gov,Assoc-voc,7,Married-civ-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Black,16,Laos,0
61,State-gov,Assoc-voc,7,Married-civ-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Black,16,Laos,1
20,Without-pay,Some-college,1,Divorced,Protective-serv,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_15,46,Holand-Netherlands,0
20,Without-pay,Some-college,1,Divorced,Protective-serv,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_15,46,Holand-Netherlands,1
49,Self-emp-not-inc,Prof-school,11,Separated,Armed-Forces,Wife,White,Male,Asian-Pac-Islander,capital-loss_10,30,Honduras,1
49,Self-emp-not-inc,Prof-school,11,Separated,Armed-Forces,Wife,White,Female,Asian-Pac-Islander,capital-loss_10,30,Honduras,0
10,State-gov,10th,1,Divorced,Sales,Wife,White,Male,capital-gain_15,capital-loss_19,44,Cambodia,1
10,State-gov,10th,1,Divorced,Sales,Wife,White,Female,capital-gain_15,capital-loss_19,44,Cambodia,0
94,Self-emp-not-inc,7th-8th,8,Widowed,Craft-repair,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_16,78,Greece,1
94,Self-emp-not-inc,7th-8th,8,Widowed,Craft-repair,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_16,78,Greece,0
48,Federal-gov,Some-college,5,Widowed,Armed-Forces,Other-relative,Black,Male,Black,capital-loss_5,88,Honduras,1
48,Federal-gov,Some-college,5,Widowed,Armed-Forces,Other-relative,Black,Female,Black,capital-loss_5,88,Honduras,0
35,Without-pay,7th-8th,16,Married-spouse-absent,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Other,10,Germany,1
35,Without-pay,7th-8th,16,Married-spouse-absent,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Other,10,Germany,0
20,Without-pay,Preschool,16,Separated,Protective-serv,Own-child,Asian-Pac-Islander,Male,Asian-Pac-Islander,capital-loss_9,66,Yugoslavia,1
20,Without-pay,Preschool,16,Separated,Protective-serv,Own-child,Asian-Pac-Islander,Female,Asian-Pac-Islander,capital-loss_9,66,Yugoslavia,0
85,Self-emp-not-inc,HS-grad,16,Widowed,Protective-serv,Own-child,White,Female,Amer-Indian-Eskimo,capital-loss_12,83,Poland,0
85,Self-emp-not-inc,HS-grad,16,Widowed,Protective-serv,Own-child,White,Male,Amer-Indian-Eskimo,capital-loss_12,83,Poland,1
44,Federal-gov,7th-8th,16,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,60,France,0
44,Federal-gov,7th-8th,16,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,60,France,1
34,Without-pay,Preschool,16,Separated,Armed-Forces,Unmarried,White,Female,Asian-Pac-Islander,capital-loss_8,60,Nicaragua,0
34,Without-pay,Preschool,16,Separated,Armed-Forces,Unmarried,White,Male,Asian-Pac-Islander,capital-loss_8,60,Nicaragua,1
58,Without-pay,Some-college,11,Widowed,Farming-fishing,Wife,Other,Male,Black,White,52,China,1
58,Without-pay,Some-college,11,Widowed,Farming-fishing,Wife,Other,Female,Black,White,52,China,0
70,Federal-gov,Some-college,11,Married-spouse-absent,Machine-op-inspct,Own-child,White,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,12,England,1
70,Federal-gov,Some-college,11,Married-spouse-absent,Machine-op-inspct,Own-child,White,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,12,England,0
10,State-gov,9th,8,Married-AF-spouse,Priv-house-serv,Husband,Black,Male,Black,capital-loss_5,76,China,1
10,State-gov,9th,8,Married-AF-spouse,Priv-house-serv,Husband,Black,Female,Black,capital-loss_5,76,China,0
85,Self-emp-not-inc,Prof-school,16,Widowed,Farming-fishing,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_15,21,Holand-Netherlands,1
85,Self-emp-not-inc,Prof-school,16,Widowed,Farming-fishing,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_15,21,Holand-Netherlands,0
58,Self-emp-inc,1st-4th,2,Separated,Protective-serv,Not-in-family,Black,Female,Black,White,29,Holand-Netherlands,0
58,Self-emp-inc,1st-4th,2,Separated,Protective-serv,Not-in-family,Black,Male,Black,White,29,Holand-Netherlands,1
90,Without-pay,Doctorate,14,Widowed,Prof-specialty,Own-child,White,Male,Asian-Pac-Islander,capital-loss_5,53,England,1
90,Without-pay,Doctorate,14,Widowed,Prof-specialty,Own-child,White,Female,Asian-Pac-Islander,capital-loss_5,53,England,0
56,Federal-gov,5th-6th,11,Never-married,Other-service,Husband,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,Black,92,El-Salvador,1
56,Federal-gov,5th-6th,11,Never-married,Other-service,Husband,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,Black,92,El-Salvador,0
85,Without-pay,Some-college,16,Widowed,Transport-moving,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_15,86,Vietnam,1
85,Without-pay,Some-college,16,Widowed,Transport-moving,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_15,86,Vietnam,0
36,State-gov,10th,16,Divorced,Transport-moving,Own-child,Black,Female,Amer-Indian-Eskimo,capital-loss_10,11,Portugal,0
36,State-gov,10th,16,Divorced,Transport-moving,Own-child,Black,Male,Amer-Indian-Eskimo,capital-loss_10,11,Portugal,1
100,Without-pay,Assoc-voc,5,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Male,Asian-Pac-Islander,Other,76,China,1
100,Without-pay,Assoc-voc,5,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Female,Asian-Pac-Islander,Other,76,China,0
25,State-gov,12th,16,Widowed,Other-service,Wife,Black,Female,Asian-Pac-Islander,capital-loss_14,45,Vietnam,0
25,State-gov,12th,16,Widowed,Other-service,Wife,Black,Male,Asian-Pac-Islander,capital-loss_14,45,Vietnam,1
15,State-gov,HS-grad,6,Widowed,Other-service,Wife,Other,Male,Black,capital-loss_17,75,Laos,1
