CE_ID,PA,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,race,capital-gain,capital-loss,hours-per-week,Output,Decision
7960,0,39,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Other,5,76,11,2.931622,POSITIVE
7960,1,39,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Other,5,76,11,-0.311353,NEGATIVE
7961,0,39,Self-emp-not-inc,1,Some-college,0,Divorced,Prof-specialty,Wife,Female,Other,5,77,11,2.931622,POSITIVE
7961,1,39,Self-emp-not-inc,1,Some-college,0,Divorced,Prof-specialty,Wife,Male,Other,5,77,11,-0.108281,NEGATIVE
7962,0,39,Private,0,Assoc-acdm,0,Married-civ-spouse,Prof-specialty,Wife,Female,Other,0,76,11,2.342889,POSITIVE
7962,1,39,Private,0,Assoc-acdm,0,Married-civ-spouse,Prof-specialty,Wife,Male,Other,0,76,11,-0.617761,NEGATIVE
7963,0,39,Self-emp-not-inc,1,Assoc-acdm,0,Divorced,Prof-specialty,Wife,Female,Other,0,77,11,2.606084,POSITIVE
7963,1,39,Self-emp-not-inc,1,Assoc-acdm,0,Divorced,Prof-specialty,Wife,Male,Other,0,77,11,-0.466949,NEGATIVE
7964,0,39,Self-emp-not-inc,2,Assoc-voc,0,Separated,Prof-specialty,Own-child,Female,Other,0,78,12,2.868506,POSITIVE
7964,1,39,Self-emp-not-inc,2,Assoc-voc,0,Separated,Prof-specialty,Own-child,Male,Other,0,78,12,-0.261387,NEGATIVE
7965,0,39,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Other,0,76,11,0.708418,POSITIVE
7965,1,39,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Other,0,76,11,-1.344188,NEGATIVE
7966,0,39,Self-emp-not-inc,1,Some-college,0,Divorced,Prof-specialty,Wife,Female,Other,0,77,11,0.807787,POSITIVE
7966,1,39,Self-emp-not-inc,1,Some-college,0,Divorced,Prof-specialty,Wife,Male,Other,0,77,11,-1.159779,NEGATIVE
7967,0,39,Self-emp-not-inc,2,11th,0,Separated,Prof-specialty,Own-child,Female,Other,0,78,12,0.820237,POSITIVE
7967,1,39,Self-emp-not-inc,2,11th,0,Separated,Prof-specialty,Own-child,Male,Other,0,78,12,-0.936218,NEGATIVE
7968,0,40,Self-emp-inc,4,11th,0,Widowed,Prof-specialty,Own-child,Female,Other,1,79,13,0.832688,POSITIVE
7968,1,40,Self-emp-inc,4,11th,0,Widowed,Prof-specialty,Own-child,Male,Other,1,79,13,-0.712657,NEGATIVE
7969,0,40,Self-emp-inc,5,11th,1,Married-spouse-absent,Prof-specialty,Husband,Female,Other,1,80,14,0.845139,POSITIVE
7969,1,40,Self-emp-inc,5,11th,1,Married-spouse-absent,Prof-specialty,Husband,Male,Other,1,80,14,-0.489094,NEGATIVE
7970,0,41,Federal-gov,7,HS-grad,1,(null),Prof-specialty,Husband,Female,Other,2,82,15,0.872304,POSITIVE
7970,1,41,Federal-gov,7,HS-grad,1,(null),Prof-specialty,Husband,Male,Other,2,82,15,-0.130900,NEGATIVE
7971,0,38,Federal-gov,7,HS-grad,1,(null),Exec-managerial,Husband,Female,Other,12,94,15,2.942999,POSITIVE
7971,1,38,Federal-gov,7,HS-grad,1,(null),Exec-managerial,Husband,Male,Other,12,94,15,-0.061894,NEGATIVE
7972,0,39,Local-gov,8,HS-grad,1,Bachelors,Exec-managerial,Husband,Female,Other,12,95,16,2.931622,POSITIVE
7972,1,39,Local-gov,8,HS-grad,1,Bachelors,Exec-managerial,Husband,Male,Other,12,95,16,-0.229824,NEGATIVE
7973,0,40,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Female,Other,12,96,17,2.931622,POSITIVE
7973,1,40,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Male,Other,12,96,17,-0.378704,NEGATIVE
7974,0,41,State-gov,11,HS-grad,2,11th,Exec-managerial,Not-in-family,Female,Other,13,97,18,2.931622,POSITIVE
7974,1,41,State-gov,11,HS-grad,2,11th,Exec-managerial,Not-in-family,Male,Other,13,97,18,-0.500115,NEGATIVE
7975,0,42,State-gov,13,Prof-school,2,Prof-school,Exec-managerial,Other-relative,Female,Other,13,98,19,2.931622,POSITIVE
7975,1,42,State-gov,13,Prof-school,2,Prof-school,Exec-managerial,Other-relative,Male,Other,13,98,19,-0.554386,NEGATIVE
7976,0,42,State-gov,13,Preschool,2,Prof-school,Exec-managerial,Other-relative,Female,Other,3,98,19,2.990509,POSITIVE
7976,1,42,State-gov,13,Preschool,2,Prof-school,Exec-managerial,Other-relative,Male,Other,3,98,19,-0.022740,NEGATIVE
7977,0,40,Local-gov,10,Assoc-voc,2,Some-college,Exec-managerial,Not-in-family,Female,Other,6,92,17,0.504469,POSITIVE
7977,1,40,Local-gov,10,Assoc-voc,2,Some-college,Exec-managerial,Not-in-family,Male,Other,6,92,17,-0.219459,NEGATIVE
7978,0,41,State-gov,11,9th,2,11th,Exec-managerial,Not-in-family,Female,Other,7,95,18,0.887632,POSITIVE
7978,1,41,State-gov,11,9th,2,11th,Exec-managerial,Not-in-family,Male,Other,7,95,18,-0.417823,NEGATIVE
7979,0,42,State-gov,13,9th,2,Prof-school,Exec-managerial,Other-relative,Female,Other,8,97,19,1.540705,POSITIVE
7979,1,42,State-gov,13,9th,2,Prof-school,Exec-managerial,Other-relative,Male,Other,8,97,19,-0.616186,NEGATIVE
7980,0,39,Self-emp-not-inc,1,12th,0,Divorced,Prof-specialty,Wife,Female,Other,10,90,0,2.931622,POSITIVE
7980,1,39,Self-emp-not-inc,1,12th,0,Divorced,Prof-specialty,Wife,Male,Other,10,90,0,-0.139221,NEGATIVE
7981,0,39,Self-emp-not-inc,2,Masters,0,Separated,Prof-specialty,Own-child,Female,Other,10,91,1,2.931622,POSITIVE
7981,1,39,Self-emp-not-inc,2,Masters,0,Separated,Prof-specialty,Own-child,Male,Other,10,91,1,-0.273691,NEGATIVE
7982,0,40,Self-emp-inc,4,Masters,0,Widowed,Prof-specialty,Own-child,Female,Other,11,92,2,2.931622,POSITIVE
7982,1,40,Self-emp-inc,4,Masters,0,Widowed,Prof-specialty,Own-child,Male,Other,11,92,2,-0.383278,NEGATIVE
7983,0,40,Self-emp-inc,5,Masters,1,Married-spouse-absent,Prof-specialty,Husband,Female,Other,11,93,3,2.931622,POSITIVE
7983,1,40,Self-emp-inc,5,Masters,1,Married-spouse-absent,Prof-specialty,Husband,Male,Other,11,93,3,-0.340494,NEGATIVE
7984,0,41,Federal-gov,7,1st-4th,1,(null),Prof-specialty,Husband,Female,Other,12,94,5,2.940956,POSITIVE
7984,1,41,Federal-gov,7,1st-4th,1,(null),Prof-specialty,Husband,Male,Other,12,94,5,-0.251924,NEGATIVE
7985,0,41,Local-gov,8,1st-4th,1,Bachelors,Prof-specialty,Husband,Female,Other,12,95,5,2.952525,POSITIVE
7985,1,41,Local-gov,8,1st-4th,1,Bachelors,Prof-specialty,Husband,Male,Other,12,95,5,-0.111583,NEGATIVE
7986,0,39,Private,0,Some-college,4,Married-civ-spouse,Prof-specialty,Wife,Female,Other,10,89,0,1.721338,POSITIVE
7986,1,39,Private,0,Some-college,4,Married-civ-spouse,Prof-specialty,Wife,Male,Other,10,89,0,-0.616092,NEGATIVE
7987,0,39,Self-emp-not-inc,1,Some-college,4,Divorced,Prof-specialty,Wife,Female,Other,10,90,0,1.882920,POSITIVE
7987,1,39,Self-emp-not-inc,1,Some-college,4,Divorced,Prof-specialty,Wife,Male,Other,10,90,0,-0.426027,NEGATIVE
7988,0,39,Self-emp-not-inc,2,11th,4,Separated,Prof-specialty,Own-child,Female,Other,10,91,1,2.087952,POSITIVE
7988,1,39,Self-emp-not-inc,2,11th,4,Separated,Prof-specialty,Own-child,Male,Other,10,91,1,-0.226532,NEGATIVE
7989,0,34,Self-emp-not-inc,1,11th,0,Divorced,Prof-specialty,Wife,Female,Other,10,90,0,0.388811,POSITIVE
7989,1,34,Self-emp-not-inc,1,11th,0,Divorced,Prof-specialty,Wife,Male,Other,10,90,0,-1.090766,NEGATIVE
7990,0,35,Self-emp-not-inc,2,11th,0,Separated,Prof-specialty,Own-child,Female,Other,11,91,1,0.988495,POSITIVE
7990,1,35,Self-emp-not-inc,2,11th,0,Separated,Prof-specialty,Own-child,Male,Other,11,91,1,-0.932665,NEGATIVE
7991,0,36,Self-emp-inc,4,HS-grad,0,Widowed,Prof-specialty,Own-child,Female,Other,12,92,2,1.776990,POSITIVE
7991,1,36,Self-emp-inc,4,HS-grad,0,Widowed,Prof-specialty,Own-child,Male,Other,12,92,2,-0.764954,NEGATIVE
7992,0,37,Self-emp-inc,5,Prof-school,1,Married-spouse-absent,Prof-specialty,Husband,Female,Other,13,93,3,2.575342,POSITIVE
7992,1,37,Self-emp-inc,5,Prof-school,1,Married-spouse-absent,Prof-specialty,Husband,Male,Other,13,93,3,-0.597243,NEGATIVE
7993,0,38,Federal-gov,7,Assoc-acdm,1,(null),Prof-specialty,Husband,Female,Other,14,94,5,2.931622,POSITIVE
7993,1,38,Federal-gov,7,Assoc-acdm,1,(null),Prof-specialty,Husband,Male,Other,14,94,5,-0.394528,NEGATIVE
7994,0,39,Local-gov,8,Assoc-acdm,1,Bachelors,Prof-specialty,Husband,Female,Other,15,95,5,2.931622,POSITIVE
7994,1,39,Local-gov,8,Assoc-acdm,1,Bachelors,Prof-specialty,Husband,Male,Other,15,95,5,-0.155438,NEGATIVE
7995,0,39,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Other,10,76,0,1.622135,POSITIVE
7995,1,39,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Other,10,76,0,-0.814127,NEGATIVE
7996,0,39,Self-emp-not-inc,1,Some-college,0,Divorced,Prof-specialty,Wife,Female,Other,10,77,0,1.913800,POSITIVE
7996,1,39,Self-emp-not-inc,1,Some-college,0,Divorced,Prof-specialty,Wife,Male,Other,10,77,0,-0.735984,NEGATIVE
7997,0,39,Self-emp-not-inc,2,11th,0,Separated,Prof-specialty,Own-child,Female,Other,10,78,1,2.239137,POSITIVE
7997,1,39,Self-emp-not-inc,2,11th,0,Separated,Prof-specialty,Own-child,Male,Other,10,78,1,-0.657842,NEGATIVE
7998,0,40,Self-emp-inc,4,11th,0,Widowed,Prof-specialty,Own-child,Female,Other,11,79,2,2.564487,POSITIVE
7998,1,40,Self-emp-inc,4,11th,0,Widowed,Prof-specialty,Own-child,Male,Other,11,79,2,-0.514628,NEGATIVE
7999,0,40,Self-emp-inc,5,11th,1,Married-spouse-absent,Prof-specialty,Husband,Female,Other,11,80,3,2.880751,POSITIVE
7999,1,40,Self-emp-inc,5,11th,1,Married-spouse-absent,Prof-specialty,Husband,Male,Other,11,80,3,-0.320137,NEGATIVE
8000,0,41,Federal-gov,7,HS-grad,1,(null),Prof-specialty,Husband,Female,Other,12,82,5,2.931622,POSITIVE
8000,1,41,Federal-gov,7,HS-grad,1,(null),Prof-specialty,Husband,Male,Other,12,82,5,-0.042913,NEGATIVE
8001,0,34,Self-emp-not-inc,1,11th,4,Divorced,Exec-managerial,Wife,Female,Other,10,90,0,2.991371,POSITIVE
8001,1,34,Self-emp-not-inc,1,11th,4,Divorced,Exec-managerial,Wife,Male,Other,10,90,0,-0.012312,NEGATIVE
8002,0,35,Self-emp-not-inc,2,11th,4,Separated,Exec-managerial,Own-child,Female,Other,10,91,1,2.993508,POSITIVE
8002,1,35,Self-emp-not-inc,2,11th,4,Separated,Exec-managerial,Own-child,Male,Other,10,91,1,-0.077549,NEGATIVE
8003,0,36,Self-emp-inc,4,HS-grad,4,Widowed,Exec-managerial,Own-child,Female,Other,11,92,2,2.993177,POSITIVE
8003,1,36,Self-emp-inc,4,HS-grad,4,Widowed,Exec-managerial,Own-child,Male,Other,11,92,2,-0.129743,NEGATIVE
8004,0,37,Self-emp-inc,5,Prof-school,4,Married-spouse-absent,Exec-managerial,Husband,Female,Other,11,93,3,2.992846,POSITIVE
8004,1,37,Self-emp-inc,5,Prof-school,4,Married-spouse-absent,Exec-managerial,Husband,Male,Other,11,93,3,-0.078390,NEGATIVE
8005,0,38,Federal-gov,7,Assoc-acdm,5,(null),Exec-managerial,Husband,Female,Other,12,94,5,2.992516,POSITIVE
8005,1,38,Federal-gov,7,Assoc-acdm,5,(null),Exec-managerial,Husband,Male,Other,12,94,5,-0.012866,NEGATIVE
8006,0,41,State-gov,11,HS-grad,2,11th,Exec-managerial,Not-in-family,Female,Other,18,97,7,1.734828,POSITIVE
8006,1,41,State-gov,11,HS-grad,2,11th,Exec-managerial,Not-in-family,Male,Other,18,97,7,-0.166501,NEGATIVE
8007,0,42,State-gov,13,Prof-school,2,Prof-school,Exec-managerial,Other-relative,Female,Other,18,98,8,1.714848,POSITIVE
8007,1,42,State-gov,13,Prof-school,2,Prof-school,Exec-managerial,Other-relative,Male,Other,18,98,8,-0.318877,NEGATIVE
8008,0,36,Self-emp-inc,4,HS-grad,0,Widowed,Exec-managerial,Own-child,Female,Other,11,92,2,-0.069346,NEGATIVE
8008,1,36,Self-emp-inc,4,HS-grad,0,Widowed,Exec-managerial,Own-child,Male,Other,11,92,2,0.263997,POSITIVE
8009,0,37,Self-emp-inc,5,Prof-school,1,Married-spouse-absent,Exec-managerial,Husband,Female,Other,11,93,3,-0.168488,NEGATIVE
8009,1,37,Self-emp-inc,5,Prof-school,1,Married-spouse-absent,Exec-managerial,Husband,Male,Other,11,93,3,0.156878,POSITIVE
8010,0,38,Federal-gov,7,Assoc-acdm,1,(null),Exec-managerial,Husband,Female,Other,12,94,5,-0.248993,NEGATIVE
8010,1,38,Federal-gov,7,Assoc-acdm,1,(null),Exec-managerial,Husband,Male,Other,12,94,5,0.049759,POSITIVE
8011,0,42,State-gov,13,9th,2,Prof-school,Exec-managerial,Other-relative,Female,Other,13,98,8,0.071999,POSITIVE
8011,1,42,State-gov,13,9th,2,Prof-school,Exec-managerial,Other-relative,Male,Other,13,98,8,-0.372583,NEGATIVE
8012,0,38,Federal-gov,7,HS-grad,1,(null),Exec-managerial,Husband,Female,Other,12,82,5,2.942751,POSITIVE
8012,1,38,Federal-gov,7,HS-grad,1,(null),Exec-managerial,Husband,Male,Other,12,82,5,-0.084999,NEGATIVE
8013,0,39,Local-gov,8,HS-grad,1,Bachelors,Exec-managerial,Husband,Female,Other,12,83,5,2.931622,POSITIVE
8013,1,39,Local-gov,8,HS-grad,1,Bachelors,Exec-managerial,Husband,Male,Other,12,83,5,-0.247370,NEGATIVE
8014,0,40,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Female,Other,12,84,6,2.931622,POSITIVE
8014,1,40,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Male,Other,12,84,6,-0.395651,NEGATIVE
8015,0,41,State-gov,11,HS-grad,2,11th,Exec-managerial,Not-in-family,Female,Other,13,85,7,2.931622,POSITIVE
8015,1,41,State-gov,11,HS-grad,2,11th,Exec-managerial,Not-in-family,Male,Other,13,85,7,-0.495333,NEGATIVE
8016,0,42,State-gov,13,Prof-school,2,Prof-school,Exec-managerial,Other-relative,Female,Other,13,86,8,2.931622,POSITIVE
8016,1,42,State-gov,13,Prof-school,2,Prof-school,Exec-managerial,Other-relative,Male,Other,13,86,8,-0.538213,NEGATIVE
8017,0,33,Private,0,12th,0,Married-civ-spouse,Prof-specialty,Wife,Female,Other,0,76,0,2.931622,POSITIVE
8017,1,33,Private,0,12th,0,Married-civ-spouse,Prof-specialty,Wife,Male,Other,0,76,0,-0.348726,NEGATIVE
8018,0,34,Self-emp-not-inc,1,Masters,0,Divorced,Prof-specialty,Wife,Female,Other,0,78,0,2.932438,POSITIVE
8018,1,34,Self-emp-not-inc,1,Masters,0,Divorced,Prof-specialty,Wife,Male,Other,0,78,0,-0.209089,NEGATIVE
8019,0,42,State-gov,13,10th,5,Prof-school,Exec-managerial,Other-relative,Female,Other,8,98,8,2.967597,POSITIVE
8019,1,42,State-gov,13,10th,5,Prof-school,Exec-managerial,Other-relative,Male,Other,8,98,8,-0.067183,NEGATIVE
8020,0,34,Self-emp-not-inc,1,Masters,4,Divorced,Exec-managerial,Wife,Female,Other,0,90,0,2.510927,POSITIVE
8020,1,34,Self-emp-not-inc,1,Masters,4,Divorced,Exec-managerial,Wife,Male,Other,0,90,0,-0.008385,NEGATIVE
8021,0,35,Self-emp-not-inc,2,Masters,4,Separated,Exec-managerial,Own-child,Female,Other,0,91,1,2.625639,POSITIVE
8021,1,35,Self-emp-not-inc,2,Masters,4,Separated,Exec-managerial,Own-child,Male,Other,0,91,1,-0.099969,NEGATIVE
8022,0,36,Self-emp-inc,4,1st-4th,4,Widowed,Exec-managerial,Own-child,Female,Other,1,92,2,2.738026,POSITIVE
8022,1,36,Self-emp-inc,4,1st-4th,4,Widowed,Exec-managerial,Own-child,Male,Other,1,92,2,-0.188603,NEGATIVE
8023,0,37,Self-emp-inc,5,10th,4,Married-spouse-absent,Exec-managerial,Husband,Female,Other,1,93,3,2.822093,POSITIVE
8023,1,37,Self-emp-inc,5,10th,4,Married-spouse-absent,Exec-managerial,Husband,Male,Other,1,93,3,-0.260470,NEGATIVE
8024,0,38,Federal-gov,7,Doctorate,5,(null),Exec-managerial,Husband,Female,Other,2,94,5,2.906985,POSITIVE
8024,1,38,Federal-gov,7,Doctorate,5,(null),Exec-managerial,Husband,Male,Other,2,94,5,-0.332337,NEGATIVE
8025,0,39,Local-gov,8,Doctorate,5,Bachelors,Exec-managerial,Husband,Female,Other,2,95,5,2.931622,POSITIVE
8025,1,39,Local-gov,8,Doctorate,5,Bachelors,Exec-managerial,Husband,Male,Other,2,95,5,-0.404204,NEGATIVE
8026,0,40,Local-gov,10,5th-6th,5,Some-college,Exec-managerial,Not-in-family,Female,Other,2,96,6,2.931622,POSITIVE
8026,1,40,Local-gov,10,5th-6th,5,Some-college,Exec-managerial,Not-in-family,Male,Other,2,96,6,-0.476072,NEGATIVE
8027,0,41,State-gov,11,Preschool,5,11th,Exec-managerial,Not-in-family,Female,Other,3,97,7,2.931622,POSITIVE
8027,1,41,State-gov,11,Preschool,5,11th,Exec-managerial,Not-in-family,Male,Other,3,97,7,-0.477049,NEGATIVE
8028,0,42,State-gov,13,Preschool,5,Prof-school,Exec-managerial,Other-relative,Female,Other,3,98,8,2.931622,POSITIVE
8028,1,42,State-gov,13,Preschool,5,Prof-school,Exec-managerial,Other-relative,Male,Other,3,98,8,-0.461753,NEGATIVE
8029,0,40,Local-gov,10,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Female,Other,7,96,6,-0.135043,NEGATIVE
8029,1,40,Local-gov,10,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Male,Other,7,96,6,0.087833,POSITIVE
8030,0,36,Self-emp-inc,4,1st-4th,0,Widowed,Exec-managerial,Own-child,Female,Other,1,92,2,-0.028223,NEGATIVE
8030,1,36,Self-emp-inc,4,1st-4th,0,Widowed,Exec-managerial,Own-child,Male,Other,1,92,2,0.344864,POSITIVE
8031,0,37,Self-emp-inc,5,10th,1,Married-spouse-absent,Exec-managerial,Husband,Female,Other,1,93,3,-0.131822,NEGATIVE
8031,1,37,Self-emp-inc,5,10th,1,Married-spouse-absent,Exec-managerial,Husband,Male,Other,1,93,3,0.237745,POSITIVE
8032,0,38,Federal-gov,7,Doctorate,1,(null),Exec-managerial,Husband,Female,Other,2,94,5,-0.227403,NEGATIVE
8032,1,38,Federal-gov,7,Doctorate,1,(null),Exec-managerial,Husband,Male,Other,2,94,5,0.130627,POSITIVE
8033,0,39,Local-gov,8,Doctorate,1,Bachelors,Exec-managerial,Husband,Female,Other,2,95,5,-0.307909,NEGATIVE
8033,1,39,Local-gov,8,Doctorate,1,Bachelors,Exec-managerial,Husband,Male,Other,2,95,5,0.021835,POSITIVE
8034,0,42,State-gov,13,Preschool,2,Prof-school,Exec-managerial,Other-relative,Female,Other,3,86,8,2.992028,POSITIVE
8034,1,42,State-gov,13,Preschool,2,Prof-school,Exec-managerial,Other-relative,Male,Other,3,86,8,-0.027412,NEGATIVE
8035,0,33,Private,8,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Other,0,76,0,0.700616,POSITIVE
8035,1,33,Private,8,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Other,0,76,0,-1.415748,NEGATIVE
8036,0,34,Self-emp-not-inc,8,11th,0,Divorced,Prof-specialty,Wife,Female,Other,0,78,0,0.837987,POSITIVE
8036,1,34,Self-emp-not-inc,8,11th,0,Divorced,Prof-specialty,Wife,Male,Other,0,78,0,-0.803700,NEGATIVE
8037,0,35,Self-emp-not-inc,9,11th,1,Separated,Prof-specialty,Own-child,Female,Other,1,80,1,2.028674,POSITIVE
8037,1,35,Self-emp-not-inc,9,11th,1,Separated,Prof-specialty,Own-child,Male,Other,1,80,1,-0.160411,NEGATIVE
8038,0,36,Self-emp-inc,10,HS-grad,1,Widowed,Sales,Own-child,Female,Other,2,83,2,-0.135323,NEGATIVE
8038,1,36,Self-emp-inc,10,HS-grad,1,Widowed,Sales,Own-child,Male,Other,2,83,2,0.245639,POSITIVE
8039,0,42,State-gov,14,9th,5,Prof-school,Exec-managerial,Other-relative,Female,Other,8,97,8,0.316392,POSITIVE
8039,1,42,State-gov,14,9th,5,Prof-school,Exec-managerial,Other-relative,Male,Other,8,97,8,-1.094771,NEGATIVE
8040,0,34,Self-emp-not-inc,0,11th,0,Divorced,Prof-specialty,Wife,Female,Other,0,78,0,0.686585,POSITIVE
8040,1,34,Self-emp-not-inc,0,11th,0,Divorced,Prof-specialty,Wife,Male,Other,0,78,0,-1.354813,NEGATIVE
8041,0,35,Self-emp-not-inc,1,11th,1,Separated,Prof-specialty,Own-child,Female,Other,1,80,1,0.998956,POSITIVE
8041,1,35,Self-emp-not-inc,1,11th,1,Separated,Prof-specialty,Own-child,Male,Other,1,80,1,-0.797987,NEGATIVE
8042,0,36,Self-emp-inc,2,HS-grad,1,Widowed,Prof-specialty,Own-child,Female,Other,2,83,2,2.931622,POSITIVE
8042,1,36,Self-emp-inc,2,HS-grad,1,Widowed,Prof-specialty,Own-child,Male,Other,2,83,2,-0.190159,NEGATIVE
8043,0,37,Self-emp-inc,2,Prof-school,2,Married-spouse-absent,Sales,Husband,Female,Other,3,85,3,-0.098584,NEGATIVE
8043,1,37,Self-emp-inc,2,Prof-school,2,Married-spouse-absent,Sales,Husband,Male,Other,3,85,3,0.279958,POSITIVE
8044,0,38,Federal-gov,3,Assoc-acdm,3,(null),Exec-managerial,Husband,Female,Other,4,88,5,-0.338680,NEGATIVE
8044,1,38,Federal-gov,3,Assoc-acdm,3,(null),Exec-managerial,Husband,Male,Other,4,88,5,0.013829,POSITIVE
8045,0,33,Private,8,Some-college,0,Married-civ-spouse,Exec-managerial,Wife,Female,Other,0,64,0,1.663162,POSITIVE
8045,1,33,Private,8,Some-college,0,Married-civ-spouse,Exec-managerial,Wife,Male,Other,0,64,0,-0.596483,NEGATIVE
8046,0,34,Self-emp-not-inc,8,11th,0,Divorced,Exec-managerial,Wife,Female,Other,0,65,0,2.388971,POSITIVE
8046,1,34,Self-emp-not-inc,8,11th,0,Divorced,Exec-managerial,Wife,Male,Other,0,65,0,-0.590667,NEGATIVE
8047,0,35,Self-emp-not-inc,9,11th,0,Separated,Exec-managerial,Own-child,Female,Other,1,66,1,2.931622,POSITIVE
8047,1,35,Self-emp-not-inc,9,11th,0,Separated,Exec-managerial,Own-child,Male,Other,1,66,1,-0.525519,NEGATIVE
8048,0,36,Self-emp-inc,10,HS-grad,0,Widowed,Exec-managerial,Own-child,Female,Other,2,67,2,2.931622,POSITIVE
8048,1,36,Self-emp-inc,10,HS-grad,0,Widowed,Exec-managerial,Own-child,Male,Other,2,67,2,-0.408825,NEGATIVE
8049,0,37,Self-emp-inc,10,Prof-school,1,Married-spouse-absent,Exec-managerial,Husband,Female,Other,3,68,3,2.943897,POSITIVE
8049,1,37,Self-emp-inc,10,Prof-school,1,Married-spouse-absent,Exec-managerial,Husband,Male,Other,3,68,3,-0.266531,NEGATIVE
8050,0,33,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Other,0,64,0,2.392282,POSITIVE
8050,1,33,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Other,0,64,0,-0.135405,NEGATIVE
8051,0,40,Local-gov,4,Assoc-voc,2,Some-college,Exec-managerial,Not-in-family,Female,Other,2,67,8,2.982533,POSITIVE
8051,1,40,Local-gov,4,Assoc-voc,2,Some-college,Exec-managerial,Not-in-family,Male,Other,2,67,8,-0.172822,NEGATIVE
8052,0,41,State-gov,5,9th,2,11th,Exec-managerial,Not-in-family,Female,Other,3,70,9,2.931622,POSITIVE
8052,1,41,State-gov,5,9th,2,11th,Exec-managerial,Not-in-family,Male,Other,3,70,9,-0.379570,NEGATIVE
8053,0,42,State-gov,6,9th,2,Prof-school,Exec-managerial,Other-relative,Female,Other,3,72,9,2.931622,POSITIVE
8053,1,42,State-gov,6,9th,2,Prof-school,Exec-managerial,Other-relative,Male,Other,3,72,9,-0.511445,NEGATIVE
8054,0,39,Local-gov,4,Assoc-acdm,3,Bachelors,Exec-managerial,Husband,Female,Other,2,65,2,2.999096,POSITIVE
8054,1,39,Local-gov,4,Assoc-acdm,3,Bachelors,Exec-managerial,Husband,Male,Other,2,65,2,-0.052038,NEGATIVE
8055,0,40,Local-gov,4,Assoc-voc,4,Some-college,Exec-managerial,Not-in-family,Female,Other,2,67,3,2.965230,POSITIVE
8055,1,40,Local-gov,4,Assoc-voc,4,Some-college,Exec-managerial,Not-in-family,Male,Other,2,67,3,-0.106147,NEGATIVE
8056,0,41,State-gov,5,9th,4,11th,Exec-managerial,Not-in-family,Female,Other,3,70,3,2.946547,POSITIVE
8056,1,41,State-gov,5,9th,4,11th,Exec-managerial,Not-in-family,Male,Other,3,70,3,-0.160259,NEGATIVE
8057,0,42,State-gov,6,9th,5,Prof-school,Exec-managerial,Other-relative,Female,Other,3,72,4,2.931622,POSITIVE
8057,1,42,State-gov,6,9th,5,Prof-school,Exec-managerial,Other-relative,Male,Other,3,72,4,-0.104976,NEGATIVE
8058,0,45,Private,0,Some-college,0,Married-civ-spouse,Exec-managerial,Wife,Female,Other,0,39,0,2.987771,POSITIVE
8058,1,45,Private,0,Some-college,0,Married-civ-spouse,Exec-managerial,Wife,Male,Other,0,39,0,-0.128283,NEGATIVE
8059,0,22,Private,8,Some-college,0,Married-civ-spouse,Exec-managerial,Wife,Female,Other,0,89,11,2.931622,POSITIVE
8059,1,22,Private,8,Some-college,0,Married-civ-spouse,Exec-managerial,Wife,Male,Other,0,89,11,-0.424265,NEGATIVE
8060,0,22,Self-emp-not-inc,8,11th,0,Divorced,Exec-managerial,Wife,Female,Other,0,90,11,2.942875,POSITIVE
8060,1,22,Self-emp-not-inc,8,11th,0,Divorced,Exec-managerial,Wife,Male,Other,0,90,11,-0.288108,NEGATIVE
8061,0,30,State-gov,6,9th,2,Prof-school,Exec-managerial,Other-relative,Female,Other,3,97,19,2.963764,POSITIVE
8061,1,30,State-gov,6,9th,2,Prof-school,Exec-managerial,Other-relative,Male,Other,3,97,19,-0.064204,NEGATIVE
8062,0,27,Local-gov,12,Assoc-acdm,5,Bachelors,Exec-managerial,Husband,Female,Other,2,90,2,2.931981,POSITIVE
8062,1,27,Local-gov,12,Assoc-acdm,5,Bachelors,Exec-managerial,Husband,Male,Other,2,90,2,-0.235647,NEGATIVE
8063,0,28,Local-gov,12,Assoc-voc,5,Some-college,Exec-managerial,Not-in-family,Female,Other,2,92,3,2.931622,POSITIVE
