age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,occupation,output,race,relationship,sex,workclass
73,12,33,0,Doctorate,5,26,Bachelors,Other-service,-0.13403,Asian-Pac-Islander,Husband,Female,Local-gov
73,12,33,1,Doctorate,5,26,Bachelors,Other-service,0.246846,Asian-Pac-Islander,Husband,Male,Local-gov
74,12,34,0,5th-6th,5,27,Some-college,Other-service,-0.232418,Asian-Pac-Islander,Not-in-family,Female,Local-gov
74,12,34,1,5th-6th,5,27,Some-college,Other-service,0.15306,Asian-Pac-Islander,Not-in-family,Male,Local-gov
75,13,35,0,Preschool,5,28,11th,Other-service,-0.313146,Asian-Pac-Islander,Not-in-family,Female,State-gov
75,13,35,1,Preschool,5,28,11th,Other-service,0.059273,Asian-Pac-Islander,Not-in-family,Male,State-gov
74,6,42,0,5th-6th,5,27,Some-college,Craft-repair,-0.071202,Asian-Pac-Islander,Not-in-family,Female,Local-gov
74,6,42,1,5th-6th,5,27,Some-college,Craft-repair,0.305536,Asian-Pac-Islander,Not-in-family,Male,Local-gov
69,3,30,0,Masters,4,22,Separated,Tech-support,-0.242787,White,Own-child,Female,Self-emp-not-inc
69,3,30,1,Masters,4,22,Separated,Tech-support,0.141013,White,Own-child,Male,Self-emp-not-inc
73,11,40,0,Assoc-acdm,5,26,Bachelors,Craft-repair,-0.264634,Asian-Pac-Islander,Husband,Female,Local-gov
73,11,40,1,Assoc-acdm,5,26,Bachelors,Craft-repair,0.115632,Asian-Pac-Islander,Husband,Male,Local-gov
68,10,28,0,11th,4,21,Divorced,Tech-support,-0.16551,White,Wife,Female,Self-emp-not-inc
68,10,28,1,11th,4,21,Divorced,Tech-support,0.21744,White,Wife,Male,Self-emp-not-inc
68,0,26,0,Assoc-acdm,4,21,Married-civ-spouse,Tech-support,-0.350677,White,Wife,Female,Private
68,0,26,1,Assoc-acdm,4,21,Married-civ-spouse,Tech-support,0.013445,White,Wife,Male,Private
64,13,47,0,Preschool,5,28,11th,Other-service,-0.065355,Asian-Pac-Islander,Not-in-family,Female,State-gov
64,13,47,1,Preschool,5,28,11th,Other-service,0.310998,Asian-Pac-Islander,Not-in-family,Male,State-gov
65,13,48,0,Preschool,5,29,Prof-school,Other-service,-0.134089,Asian-Pac-Islander,Other-relative,Female,State-gov
65,13,48,1,Preschool,5,29,Prof-school,Other-service,0.246791,Asian-Pac-Islander,Other-relative,Male,State-gov
64,7,45,0,Preschool,5,28,11th,Other-service,-0.304685,Asian-Pac-Islander,Not-in-family,Female,State-gov
64,7,45,1,Preschool,5,28,11th,Other-service,0.069103,Asian-Pac-Islander,Not-in-family,Male,State-gov
58,3,30,0,Masters,4,22,Separated,Tech-support,-0.036202,White,Own-child,Female,Self-emp-not-inc
58,3,30,1,Masters,4,22,Separated,Tech-support,0.338231,White,Own-child,Male,Self-emp-not-inc
59,5,33,0,1st-4th,4,23,Widowed,Craft-repair,-0.324483,White,Own-child,Female,Self-emp-inc
59,5,33,1,1st-4th,4,23,Widowed,Craft-repair,0.046022,White,Own-child,Male,Self-emp-inc
62,11,40,0,Assoc-acdm,5,26,Bachelors,Craft-repair,-0.070529,Asian-Pac-Islander,Husband,Female,Local-gov
62,11,40,1,Assoc-acdm,5,26,Bachelors,Craft-repair,0.306165,Asian-Pac-Islander,Husband,Male,Local-gov
63,13,42,0,Assoc-voc,5,27,Some-college,Craft-repair,-0.352085,Asian-Pac-Islander,Not-in-family,Female,Local-gov
63,13,42,1,Assoc-voc,5,27,Some-college,Craft-repair,0.011695,Asian-Pac-Islander,Not-in-family,Male,Local-gov
56,10,26,0,Some-college,4,21,Married-civ-spouse,Tech-support,-0.126646,White,Wife,Female,Private
56,10,26,1,Some-college,4,21,Married-civ-spouse,Tech-support,0.802685,White,Wife,Male,Private
57,10,28,0,11th,4,21,Divorced,Tech-support,-0.092974,White,Wife,Female,Self-emp-not-inc
57,10,28,1,11th,4,21,Divorced,Tech-support,0.416328,White,Wife,Male,Self-emp-not-inc
76,18,48,0,10th,2,34,Prof-school,Other-service,-0.047982,Asian-Pac-Islander,Other-relative,Female,State-gov
76,18,48,1,10th,2,34,Prof-school,Other-service,0.327227,Asian-Pac-Islander,Other-relative,Male,State-gov
76,8,47,0,Preschool,2,39,Prof-school,Other-service,-0.264816,Asian-Pac-Islander,Other-relative,Female,State-gov
76,8,47,1,Preschool,2,39,Prof-school,Other-service,0.115422,Asian-Pac-Islander,Other-relative,Male,State-gov
68,0,26,0,12th,0,31,Married-civ-spouse,Tech-support,-0.3826,White,Wife,Female,Private
68,0,26,1,12th,0,31,Married-civ-spouse,Tech-support,0.122187,White,Wife,Male,Private
68,1,28,0,Masters,0,31,Divorced,Tech-support,-0.233728,White,Wife,Female,Self-emp-not-inc
68,1,28,1,Masters,0,31,Divorced,Tech-support,0.601405,White,Wife,Male,Self-emp-not-inc
69,3,30,0,Masters,0,32,Separated,Tech-support,-0.068209,White,Own-child,Female,Self-emp-not-inc
69,3,30,1,Masters,0,32,Separated,Tech-support,0.85534,White,Own-child,Male,Self-emp-not-inc
71,7,35,0,10th,1,34,Married-spouse-absent,Craft-repair,-0.085413,White,Husband,Female,Self-emp-inc
71,7,35,1,10th,1,34,Married-spouse-absent,Craft-repair,0.292261,White,Husband,Male,Self-emp-inc
68,1,28,0,11th,0,31,Divorced,Tech-support,-0.005067,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc
68,1,28,1,11th,0,31,Divorced,Tech-support,0.464649,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc
75,15,45,0,9th,2,38,11th,Other-service,-0.176842,Asian-Pac-Islander,Not-in-family,Female,State-gov
75,15,45,1,9th,2,38,11th,Other-service,0.206855,Asian-Pac-Islander,Not-in-family,Male,State-gov
68,10,28,0,Assoc-acdm,0,31,Divorced,Tech-support,-0.366688,White,Wife,Female,Self-emp-not-inc
68,10,28,1,Assoc-acdm,0,31,Divorced,Tech-support,0.072571,White,Wife,Male,Self-emp-not-inc
69,11,30,0,Assoc-voc,0,32,Separated,Tech-support,-0.143508,White,Own-child,Female,Self-emp-not-inc
69,11,30,1,Assoc-voc,0,32,Separated,Tech-support,0.39212,White,Own-child,Male,Self-emp-not-inc
70,12,33,0,Assoc-voc,0,33,Widowed,Tech-support,-0.152182,White,Own-child,Female,Self-emp-inc
70,12,33,1,Assoc-voc,0,33,Widowed,Tech-support,0.696417,White,Own-child,Male,Self-emp-inc
71,13,35,0,Assoc-voc,1,34,Married-spouse-absent,Tech-support,-0.160856,White,Husband,Female,Self-emp-inc
71,13,35,1,Assoc-voc,1,34,Married-spouse-absent,Tech-support,0.721325,White,Husband,Male,Self-emp-inc
73,14,38,0,9th,1,35,(null),Craft-repair,-0.143443,White,Husband,Female,Federal-gov
73,14,38,1,9th,1,35,(null),Craft-repair,0.541479,White,Husband,Male,Federal-gov
73,15,40,0,9th,1,36,Bachelors,Craft-repair,-0.160764,White,Husband,Female,Local-gov
73,15,40,1,9th,1,36,Bachelors,Craft-repair,0.221874,White,Husband,Male,Local-gov
65,8,47,0,Preschool,2,39,Prof-school,Other-service,-0.076122,Asian-Pac-Islander,Other-relative,Female,State-gov
65,8,47,1,Preschool,2,39,Prof-school,Other-service,0.30094,Asian-Pac-Islander,Other-relative,Male,State-gov
57,1,28,0,Masters,0,31,Divorced,Tech-support,-0.431199,White,Wife,Female,Self-emp-not-inc
57,1,28,1,Masters,0,31,Divorced,Tech-support,0.199684,White,Wife,Male,Self-emp-not-inc
58,3,30,0,Masters,0,32,Separated,Tech-support,-0.264022,White,Own-child,Female,Self-emp-not-inc
58,3,30,1,Masters,0,32,Separated,Tech-support,0.584577,White,Own-child,Male,Self-emp-not-inc
59,5,33,0,1st-4th,0,33,Widowed,Craft-repair,-0.096845,White,Own-child,Female,Self-emp-inc
59,5,33,1,1st-4th,0,33,Widowed,Craft-repair,0.793272,White,Own-child,Male,Self-emp-inc
61,9,38,0,Doctorate,1,35,(null),Craft-repair,-0.206659,White,Husband,Female,Federal-gov
61,9,38,1,Doctorate,1,35,(null),Craft-repair,0.179,White,Husband,Male,Federal-gov
57,1,28,0,11th,0,31,Divorced,Tech-support,-0.373867,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc
57,1,28,1,11th,0,31,Divorced,Tech-support,0.062928,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc
65,17,47,0,9th,2,39,Prof-school,Other-service,-0.289359,Asian-Pac-Islander,Other-relative,Female,State-gov
65,17,47,1,9th,2,39,Prof-school,Other-service,0.086908,Asian-Pac-Islander,Other-relative,Male,State-gov
62,15,40,0,Assoc-acdm,1,36,Bachelors,Craft-repair,-0.811735,White,Husband,Female,Local-gov
62,15,40,1,Assoc-acdm,1,36,Bachelors,Craft-repair,0.008021,White,Husband,Male,Local-gov
59,12,33,0,Assoc-voc,0,33,Widowed,Tech-support,-0.467185,White,Own-child,Female,Self-emp-inc
59,12,33,1,Assoc-voc,0,33,Widowed,Tech-support,0.076809,White,Own-child,Male,Self-emp-inc
60,13,35,0,Assoc-voc,1,34,Married-spouse-absent,Tech-support,-0.550686,White,Husband,Female,Self-emp-inc
60,13,35,1,Assoc-voc,1,34,Married-spouse-absent,Tech-support,0.297914,White,Husband,Male,Self-emp-inc
61,14,38,0,9th,1,35,(null),Craft-repair,-0.607035,White,Husband,Female,Federal-gov
61,14,38,1,9th,1,35,(null),Craft-repair,0.241564,White,Husband,Male,Federal-gov
62,15,40,0,9th,1,36,Bachelors,Craft-repair,-0.663383,White,Husband,Female,Local-gov
62,15,40,1,9th,1,36,Bachelors,Craft-repair,0.185216,White,Husband,Male,Local-gov
63,16,42,0,9th,2,37,Some-college,Craft-repair,-0.719732,White,Not-in-family,Female,Local-gov
63,16,42,1,9th,2,37,Some-college,Craft-repair,0.192579,White,Not-in-family,Male,Local-gov
64,17,45,0,9th,2,38,11th,Craft-repair,-0.732087,White,Not-in-family,Female,State-gov
64,17,45,1,9th,2,38,11th,Craft-repair,0.005712,White,Not-in-family,Male,State-gov
68,0,26,0,12th,0,21,Married-civ-spouse,Other-service,-0.29687,Asian-Pac-Islander,Wife,Female,Private
68,0,26,1,12th,0,21,Married-civ-spouse,Other-service,0.078182,Asian-Pac-Islander,Wife,Male,Private
68,1,28,0,Masters,0,21,Divorced,Other-service,-0.233317,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc
68,1,28,1,Masters,0,21,Divorced,Other-service,0.152016,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc
69,3,30,0,Masters,0,22,Separated,Other-service,-0.156508,Asian-Pac-Islander,Own-child,Female,Self-emp-not-inc
69,3,30,1,Masters,0,22,Separated,Other-service,0.225849,Asian-Pac-Islander,Own-child,Male,Self-emp-not-inc
70,5,33,0,1st-4th,0,23,Widowed,Other-service,-0.077469,Asian-Pac-Islander,Own-child,Female,Self-emp-inc
70,5,33,1,1st-4th,0,23,Widowed,Other-service,0.299682,Asian-Pac-Islander,Own-child,Male,Self-emp-inc
76,3,47,0,10th,2,29,Prof-school,Craft-repair,-0.177956,Asian-Pac-Islander,Other-relative,Female,State-gov
76,3,47,1,10th,2,29,Prof-school,Craft-repair,0.205814,Asian-Pac-Islander,Other-relative,Male,State-gov
71,7,35,0,10th,1,24,Married-spouse-absent,Craft-repair,-0.277801,White,Husband,Female,Self-emp-inc
71,7,35,1,10th,1,24,Married-spouse-absent,Craft-repair,0.100336,White,Husband,Male,Self-emp-inc
74,13,42,0,Assoc-voc,2,27,Some-college,Craft-repair,-0.055297,Asian-Pac-Islander,Not-in-family,Female,Local-gov
74,13,42,1,Assoc-voc,2,27,Some-college,Craft-repair,0.320393,Asian-Pac-Islander,Not-in-family,Male,Local-gov
75,15,45,0,9th,2,28,11th,Other-service,-0.351315,Asian-Pac-Islander,Not-in-family,Female,State-gov
75,15,45,1,9th,2,28,11th,Other-service,0.012651,Asian-Pac-Islander,Not-in-family,Male,State-gov
71,13,35,0,Prof-school,1,24,Married-spouse-absent,Tech-support,-0.135572,White,Husband,Female,Self-emp-inc
71,13,35,1,Prof-school,1,24,Married-spouse-absent,Tech-support,0.245406,White,Husband,Male,Self-emp-inc
68,0,28,0,Assoc-acdm,0,21,Divorced,Tech-support,-0.081057,White,Wife,Female,Self-emp-not-inc
68,0,28,1,Assoc-acdm,0,21,Divorced,Tech-support,0.29633,White,Wife,Male,Self-emp-not-inc
56,0,26,0,12th,0,21,Married-civ-spouse,Other-service,-0.099885,Asian-Pac-Islander,Wife,Female,Private
56,0,26,1,12th,0,21,Married-civ-spouse,Other-service,0.278742,Asian-Pac-Islander,Wife,Male,Private
57,1,28,0,Masters,0,21,Divorced,Other-service,-0.022635,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc
57,1,28,1,Masters,0,21,Divorced,Other-service,0.350905,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc
60,7,35,0,10th,1,24,Married-spouse-absent,Craft-repair,-0.083325,White,Husband,Female,Self-emp-inc
60,7,35,1,10th,1,24,Married-spouse-absent,Craft-repair,0.294211,White,Husband,Male,Self-emp-inc
64,15,45,0,9th,2,28,11th,Other-service,-0.181911,Asian-Pac-Islander,Not-in-family,Female,State-gov
64,15,45,1,9th,2,28,11th,Other-service,0.202119,Asian-Pac-Islander,Not-in-family,Male,State-gov
59,12,33,0,HS-grad,0,23,Widowed,Craft-repair,-0.260026,White,Own-child,Female,Self-emp-inc
59,12,33,1,HS-grad,0,23,Widowed,Craft-repair,0.120985,White,Own-child,Male,Self-emp-inc
56,0,26,0,Assoc-acdm,0,26,Married-civ-spouse,Tech-support,-0.707046,White,Wife,Female,Private
56,0,26,1,Assoc-acdm,0,26,Married-civ-spouse,Tech-support,0.141553,White,Wife,Male,Private
57,0,28,0,Assoc-acdm,0,26,Divorced,Tech-support,-0.654918,White,Wife,Female,Self-emp-not-inc
57,0,28,1,Assoc-acdm,0,26,Divorced,Tech-support,0.301076,White,Wife,Male,Self-emp-not-inc
58,1,30,0,Assoc-voc,0,26,Separated,Tech-support,-0.509264,White,Own-child,Female,Self-emp-not-inc
58,1,30,1,Assoc-voc,0,26,Separated,Tech-support,0.009639,White,Own-child,Male,Self-emp-not-inc
57,0,28,0,Assoc-acdm,0,21,Divorced,Tech-support,-0.165765,White,Wife,Female,Self-emp-not-inc
57,0,28,1,Assoc-acdm,0,21,Divorced,Tech-support,0.217202,White,Wife,Male,Self-emp-not-inc
56,0,26,0,Assoc-acdm,0,21,Married-civ-spouse,Tech-support,-0.11563,White,Wife,Female,Private
56,0,26,1,Assoc-acdm,0,21,Married-civ-spouse,Tech-support,0.816497,White,Wife,Male,Private
57,0,28,0,Assoc-acdm,0,21,Divorced,Tech-support,-0.142847,White,Wife,Female,Self-emp-not-inc
57,0,28,1,Assoc-acdm,0,21,Divorced,Tech-support,0.525044,White,Wife,Male,Self-emp-not-inc
58,1,30,0,Assoc-voc,0,22,Separated,Tech-support,-0.148219,White,Own-child,Female,Self-emp-not-inc
58,1,30,1,Assoc-voc,0,22,Separated,Tech-support,0.233591,White,Own-child,Male,Self-emp-not-inc
76,8,22,0,Preschool,5,39,Prof-school,Other-service,-0.076677,Asian-Pac-Islander,Other-relative,Female,State-gov
76,8,22,1,Preschool,5,39,Prof-school,Other-service,0.004056,Asian-Pac-Islander,Other-relative,Male,State-gov
69,11,5,0,Masters,4,32,Separated,Tech-support,-0.259302,White,Own-child,Female,Self-emp-not-inc
69,11,5,1,Masters,4,32,Separated,Tech-support,0.210414,White,Own-child,Male,Self-emp-not-inc
70,12,8,0,1st-4th,4,33,Widowed,Craft-repair,-0.087071,White,Own-child,Female,Self-emp-inc
70,12,8,1,1st-4th,4,33,Widowed,Craft-repair,0.622092,White,Own-child,Male,Self-emp-inc
71,13,10,0,10th,4,34,Married-spouse-absent,Craft-repair,-0.110437,White,Husband,Female,Self-emp-inc
71,13,10,1,10th,4,34,Married-spouse-absent,Craft-repair,0.772683,White,Husband,Male,Self-emp-inc
73,14,13,0,Doctorate,5,35,(null),Craft-repair,-0.090292,White,Husband,Female,Federal-gov
73,14,13,1,Doctorate,5,35,(null),Craft-repair,0.484072,White,Husband,Male,Federal-gov
73,15,15,0,Doctorate,5,36,Bachelors,Craft-repair,-0.312133,White,Husband,Female,Local-gov
73,15,15,1,Doctorate,5,36,Bachelors,Craft-repair,0.06045,White,Husband,Male,Local-gov
68,0,14,0,12th,4,31,Married-civ-spouse,Tech-support,-0.810878,White,Wife,Female,Private
68,0,14,1,12th,4,31,Married-civ-spouse,Tech-support,0.037721,White,Wife,Male,Private
68,0,15,0,Masters,4,31,Divorced,Tech-support,-0.760366,White,Wife,Female,Self-emp-not-inc
68,0,15,1,Masters,4,31,Divorced,Tech-support,0.088233,White,Wife,Male,Self-emp-not-inc
69,1,16,0,Masters,4,32,Separated,Tech-support,-0.709856,White,Own-child,Female,Self-emp-not-inc
69,1,16,1,Masters,4,32,Separated,Tech-support,0.161522,White,Own-child,Male,Self-emp-not-inc
70,2,17,0,1st-4th,4,33,Widowed,Tech-support,-0.643557,White,Own-child,Female,Self-emp-inc
70,2,17,1,1st-4th,4,33,Widowed,Tech-support,0.230011,White,Own-child,Male,Self-emp-inc
71,3,18,0,10th,4,34,Married-spouse-absent,Tech-support,-0.534532,White,Husband,Female,Self-emp-inc
71,3,18,1,10th,4,34,Married-spouse-absent,Tech-support,0.04421,White,Husband,Male,Self-emp-inc
71,3,5,0,10th,4,32,Married-spouse-absent,Tech-support,-0.826849,White,Husband,Female,Self-emp-inc
71,3,5,1,10th,4,32,Married-spouse-absent,Tech-support,0.097199,White,Husband,Male,Self-emp-inc
70,2,17,0,1st-4th,4,32,Widowed,Tech-support,-0.827261,White,Own-child,Female,Self-emp-inc
70,2,17,1,1st-4th,4,32,Widowed,Tech-support,0.021338,White,Own-child,Male,Self-emp-inc
71,3,18,0,10th,4,32,Married-spouse-absent,Tech-support,-0.668274,White,Husband,Female,Self-emp-inc
71,3,18,1,10th,4,32,Married-spouse-absent,Tech-support,0.284326,White,Husband,Male,Self-emp-inc
73,4,19,0,Doctorate,5,33,(null),Craft-repair,-0.434022,White,Husband,Female,Federal-gov
73,4,19,1,Doctorate,5,33,(null),Craft-repair,0.109073,White,Husband,Male,Federal-gov
70,5,8,0,HS-grad,4,33,Widowed,Craft-repair,-0.398358,Asian-Pac-Islander,Own-child,Female,Self-emp-inc
70,5,8,1,HS-grad,4,33,Widowed,Craft-repair,0.070721,Asian-Pac-Islander,Own-child,Male,Self-emp-inc
71,7,10,0,Prof-school,4,34,Married-spouse-absent,Craft-repair,-0.256018,Asian-Pac-Islander,Husband,Female,Self-emp-inc
71,7,10,1,Prof-school,4,34,Married-spouse-absent,Craft-repair,0.541629,Asian-Pac-Islander,Husband,Male,Self-emp-inc
73,9,13,0,Assoc-acdm,5,35,(null),Craft-repair,-0.083398,Asian-Pac-Islander,Husband,Female,Federal-gov
73,9,13,1,Assoc-acdm,5,35,(null),Craft-repair,0.780189,Asian-Pac-Islander,Husband,Male,Federal-gov
75,15,20,0,9th,5,38,11th,Other-service,-0.149998,Asian-Pac-Islander,Not-in-family,Female,State-gov
75,15,20,1,9th,5,38,11th,Other-service,0.083326,Asian-Pac-Islander,Not-in-family,Male,State-gov
76,17,22,1,9th,5,39,Prof-school,Other-service,0.557607,Asian-Pac-Islander,Other-relative,Female,State-gov
76,17,22,0,9th,5,39,Prof-school,Other-service,-0.217788,Asian-Pac-Islander,Other-relative,Male,State-gov
56,0,1,0,12th,4,31,Married-civ-spouse,Tech-support,-0.347973,Asian-Pac-Islander,Wife,Female,Private
56,0,1,1,12th,4,31,Married-civ-spouse,Tech-support,0.175844,Asian-Pac-Islander,Wife,Male,Private
59,12,8,0,1st-4th,4,33,Widowed,Craft-repair,-0.281224,White,Own-child,Female,Self-emp-inc
59,12,8,1,1st-4th,4,33,Widowed,Craft-repair,0.227122,White,Own-child,Male,Self-emp-inc
60,13,10,0,10th,4,34,Married-spouse-absent,Craft-repair,-0.328388,White,Husband,Female,Self-emp-inc
60,13,10,1,10th,4,34,Married-spouse-absent,Craft-repair,0.545669,White,Husband,Male,Self-emp-inc
61,14,13,0,Doctorate,5,35,(null),Craft-repair,-0.393161,White,Husband,Female,Federal-gov
61,14,13,1,Doctorate,5,35,(null),Craft-repair,0.584904,White,Husband,Male,Federal-gov
62,15,15,0,Doctorate,5,36,Bachelors,Craft-repair,-0.225638,White,Husband,Female,Local-gov
62,15,15,1,Doctorate,5,36,Bachelors,Craft-repair,0.250982,White,Husband,Male,Local-gov
60,3,18,0,10th,4,34,Married-spouse-absent,Tech-support,-0.876689,White,Husband,Female,Self-emp-inc
60,3,18,1,10th,4,34,Married-spouse-absent,Tech-support,0.096883,White,Husband,Male,Self-emp-inc
61,4,19,0,Doctorate,5,35,(null),Craft-repair,-0.756937,White,Husband,Female,Federal-gov
61,4,19,1,Doctorate,5,35,(null),Craft-repair,0.051011,White,Husband,Male,Federal-gov
61,4,7,0,Doctorate,5,33,(null),Craft-repair,-1.007638,White,Husband,Female,Federal-gov
61,4,7,1,Doctorate,5,33,(null),Craft-repair,0.025407,White,Husband,Male,Federal-gov
61,4,19,0,Doctorate,5,33,(null),Craft-repair,-0.700123,White,Husband,Female,Federal-gov
61,4,19,1,Doctorate,5,33,(null),Craft-repair,0.227804,White,Husband,Male,Federal-gov
62,5,20,0,Doctorate,5,33,Bachelors,Craft-repair,-0.472408,White,Husband,Female,Local-gov
62,5,20,1,Doctorate,5,33,Bachelors,Craft-repair,0.104407,White,Husband,Male,Local-gov
58,11,5,1,11th,4,32,Separated,Tech-support,0.893067,Asian-Pac-Islander,Own-child,Female,Self-emp-not-inc
58,11,5,0,11th,4,32,Separated,Tech-support,-0.324824,Asian-Pac-Islander,Own-child,Male,Self-emp-not-inc
64,7,20,1,9th,5,38,11th,Other-service,0.054293,Asian-Pac-Islander,Not-in-family,Female,State-gov
64,7,20,0,9th,5,38,11th,Other-service,-0.714418,Asian-Pac-Islander,Not-in-family,Male,State-gov
65,8,22,1,9th,5,39,Prof-school,Other-service,0.614353,Asian-Pac-Islander,Other-relative,Female,State-gov
65,8,22,0,9th,5,39,Prof-school,Other-service,-1.014398,Asian-Pac-Islander,Other-relative,Male,State-gov
75,7,20,0,Preschool,5,28,11th,Other-service,-0.142861,Asian-Pac-Islander,Not-in-family,Female,State-gov
75,7,20,1,Preschool,5,28,11th,Other-service,0.238597,Asian-Pac-Islander,Not-in-family,Male,State-gov
70,5,8,0,1st-4th,4,23,Widowed,Craft-repair,-0.17643,White,Own-child,Female,Self-emp-inc
70,5,8,1,1st-4th,4,23,Widowed,Craft-repair,0.207239,White,Own-child,Male,Self-emp-inc
74,13,17,0,Assoc-voc,5,27,Some-college,Craft-repair,-0.2036,Asian-Pac-Islander,Not-in-family,Female,Local-gov
74,13,17,1,Assoc-voc,5,27,Some-college,Craft-repair,0.181858,Asian-Pac-Islander,Not-in-family,Male,Local-gov
68,10,1,0,Some-college,4,21,Married-civ-spouse,Tech-support,-0.727657,White,Wife,Female,Private
68,10,1,1,Some-college,4,21,Married-civ-spouse,Tech-support,0.120941,White,Wife,Male,Private
68,10,3,0,11th,4,21,Divorced,Tech-support,-0.800355,White,Wife,Female,Self-emp-not-inc
68,10,3,1,11th,4,21,Divorced,Tech-support,0.080016,White,Wife,Male,Self-emp-not-inc
71,13,10,0,Prof-school,4,24,Married-spouse-absent,Tech-support,-0.737844,White,Husband,Female,Self-emp-inc
71,13,10,1,Prof-school,4,24,Married-spouse-absent,Tech-support,0.181149,White,Husband,Male,Self-emp-inc
68,0,14,0,Assoc-acdm,4,21,Married-civ-spouse,Tech-support,-0.821473,White,Wife,Female,Private
68,0,14,1,Assoc-acdm,4,21,Married-civ-spouse,Tech-support,0.106209,White,Wife,Male,Private
65,8,22,1,Preschool,5,29,Prof-school,Other-service,2.366204,Asian-Pac-Islander,Other-relative,Female,State-gov
65,8,22,0,Preschool,5,29,Prof-school,Other-service,-0.013852,Asian-Pac-Islander,Other-relative,Male,State-gov
60,3,10,1,10th,4,24,Married-spouse-absent,Other-service,2.718614,Asian-Pac-Islander,Husband,Female,Self-emp-inc
60,3,10,0,10th,4,24,Married-spouse-absent,Other-service,-0.008569,Asian-Pac-Islander,Husband,Male,Self-emp-inc
61,4,13,1,Doctorate,5,25,(null),Other-service,2.440047,Asian-Pac-Islander,Husband,Female,Federal-gov
61,4,13,0,Doctorate,5,25,(null),Other-service,-0.029293,Asian-Pac-Islander,Husband,Male,Federal-gov
62,5,15,1,Doctorate,5,26,Bachelors,Other-service,2.161491,Asian-Pac-Islander,Husband,Female,Local-gov
62,5,15,0,Doctorate,5,26,Bachelors,Other-service,-0.050016,Asian-Pac-Islander,Husband,Male,Local-gov
63,6,17,1,5th-6th,5,27,Some-college,Other-service,1.851276,Asian-Pac-Islander,Not-in-family,Female,Local-gov
63,6,17,0,5th-6th,5,27,Some-college,Other-service,-0.070739,Asian-Pac-Islander,Not-in-family,Male,Local-gov
64,7,20,1,Preschool,5,28,11th,Other-service,1.038242,Asian-Pac-Islander,Not-in-family,Female,State-gov
64,7,20,0,Preschool,5,28,11th,Other-service,-0.091462,Asian-Pac-Islander,Not-in-family,Male,State-gov
65,8,22,1,Preschool,5,29,Prof-school,Other-service,0.838056,Asian-Pac-Islander,Other-relative,Female,State-gov
65,8,22,0,Preschool,5,29,Prof-school,Other-service,-0.112185,Asian-Pac-Islander,Other-relative,Male,State-gov
56,0,1,0,12th,4,21,Married-civ-spouse,Tech-support,-0.006446,White,Wife,Female,Private
56,0,1,1,12th,4,21,Married-civ-spouse,Tech-support,0.756269,White,Wife,Male,Private
60,7,10,0,10th,4,24,Married-spouse-absent,Craft-repair,-0.268918,White,Husband,Female,Self-emp-inc
60,7,10,1,10th,4,24,Married-spouse-absent,Craft-repair,0.110656,White,Husband,Male,Self-emp-inc
65,17,22,1,9th,5,29,Prof-school,Other-service,2.931622,Asian-Pac-Islander,Other-relative,Female,State-gov
65,17,22,0,9th,5,29,Prof-school,Other-service,-0.178417,Asian-Pac-Islander,Other-relative,Male,State-gov
59,17,10,1,9th,5,28,11th,Other-service,0.014683,White,Not-in-family,Female,State-gov
59,17,10,0,9th,5,28,11th,Other-service,-1.972602,White,Not-in-family,Male,State-gov
60,18,11,1,9th,5,29,Prof-school,Other-service,0.145906,White,Other-relative,Female,State-gov
60,18,11,0,9th,5,29,Prof-school,Other-service,-1.762529,White,Other-relative,Male,State-gov
57,10,3,0,11th,4,21,Divorced,Tech-support,-0.807356,White,Wife,Female,Self-emp-not-inc
57,10,3,1,11th,4,21,Divorced,Tech-support,0.041243,White,Wife,Male,Self-emp-not-inc
58,11,5,0,11th,4,22,Separated,Tech-support,-0.687925,White,Own-child,Female,Self-emp-not-inc
58,11,5,1,11th,4,22,Separated,Tech-support,0.171666,White,Own-child,Male,Self-emp-not-inc
59,12,8,0,HS-grad,4,23,Widowed,Tech-support,-0.549716,White,Own-child,Female,Self-emp-inc
59,12,8,1,HS-grad,4,23,Widowed,Tech-support,0.282598,White,Own-child,Male,Self-emp-inc
60,13,10,0,Prof-school,4,24,Married-spouse-absent,Tech-support,-0.335432,White,Husband,Female,Self-emp-inc
60,13,10,1,Prof-school,4,24,Married-spouse-absent,Tech-support,0.076778,White,Husband,Male,Self-emp-inc
61,14,13,0,Assoc-acdm,5,25,(null),Craft-repair,-0.819626,White,Husband,Female,Federal-gov
61,14,13,1,Assoc-acdm,5,25,(null),Craft-repair,0.119507,White,Husband,Male,Federal-gov
68,0,1,0,12th,0,31,Married-civ-spouse,Tech-support,-0.221121,Asian-Pac-Islander,Wife,Female,Private
68,0,1,1,12th,0,31,Married-civ-spouse,Tech-support,0.248595,Asian-Pac-Islander,Wife,Male,Private
